tahun,provinsi,kabupaten_kota,lembar_kerja,pelabuhan,wpp,jenis_kapal,jenis_api,kelompok,jenis_ikan,produksi,nilai_produksi_rp
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,BUBU,KAKAP,KAKAP MAILAH,1.53,76164
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,BUBU,KAKAP,KAKAP MERAH UTARA,2.72,167070
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,BUBU,KERAPU,KERAPU BALONG,3.34,217360
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,BUBU,KERAPU,KERAPU BATU,0.89,42165
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,BUBU,KERAPU,KERAPU SUNU,0.69,41340
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",ALU-ALU,ALU-ALU OBTUSE; BARAKUDA OBTUSE,0.89,15130
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BAWAL,BAWAL HITAM,0.76,47300
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BELOSO,ACANG-ACANG BOMBAY,3.16,83150
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BULU AYAM,BULU AYAM,1.60,17442
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",GOLOK-GOLOK,GOLOK-GOLOK,0.91,10944
2022,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KEMBUNG,KEMBUNG,1.42,59472
