tahun,provinsi,kabupaten_kota,lembar_kerja,pelabuhan,wpp,jenis_kapal,jenis_api,kelompok,jenis_ikan,produksi,nilai_produksi_rp
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TENGGIRI,TENGGIRI BATANG; TENGGIRI INDIA,3.74,130900
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,BELOSO,ACANG-ACANG BOMBAY,70.08,2102340
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,BULU AYAM,BULU AYAM,5.89,58890
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KEMBUNG,KEMBUNG,5.20,218568
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KEPITING,KEPITING,40.12,1002900
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LEMURU,SIRO,56.13,1122540
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",GOLOK-GOLOK,GOLOK-GOLOK,16.16,193908
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",HIU,HIU KEPALA MARTIL BERGERIGI,19.76,434610
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",HIU,HIU LANJAMAN,22.81,501798
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",KEPITING,KEPITING,21.88,546975
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",KUWE,KUWE BIBIR TEBAL,20.22,808960
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",KUWE,LEMAH,16.33,571620
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",MANYUNG,MANYUNG BESAR,21.22,318270
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",PARI,PARI KEKEH,19.27,289035
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEBELAH,SEBELAH,21.40,256788
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,CAKALANG,CAKALANG,4.55,68310
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KAKAP,BADUR,2.99,104545
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KAKAP,KAKAP MAILAH,1.30,54600
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KAKAP,KAKAP MERAH UTARA,9.08,499290
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KAKAP,PINJALO,8.98,314300
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KEMBUNG,KEMBUNG,5.40,226968
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KERAPU,KERAPU BALONG,10.15,659425
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KERAPU,KERAPU BATU,3.70,166680
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KERAPU,KERAPU CABANG,4.28,256920
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KERAPU,KERAPU EKOR PUTIH,4.84,265980
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KERAPU,KERAPU SUNU,1.98,118620
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KURISI,KURISI HIJAU,5.45,190715
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,LAYANG,LAYANG,3.50,59568
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,LEMURU,SIRO,12.88,257660
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,SELAR,SELAR JANTAN,9.85,246350
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,SELAR,SELAR KUNING,3.63,90750
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,TONGKOL,TONGKOL LISONG,5.59,83820
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,TUNA,TUNA SIRIP KUNING; MADIDIHANG,1.54,64848
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",AYAM-AYAM,JENGGOT KUNING,17.42,209076
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",BELOSO,ACANG-ACANG BOMBAY,65.42,1962660
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",BULU AYAM,BULU AYAM,9.41,94060
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",KEPITING,KEPITING,20.07,501800
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",LEMURU,SIRO,85.31,1706240
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",PARI,PARI BATIK,21.51,258096
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",PARI,PARI KEKEH,3.19,47835
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",SEBELAH,SEBELAH,8.42,100980
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",SOTONG,SOTONG,42.78,1497300
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",TERI,TERI INDIAN,1.93,34722
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"PUKAT HELA PERTENGAHAN BERPAPAN, PUKAT IKAN",UDANG,UDANG GROGO,56.89,853380
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,HIU,HIU KEPALA MARTIL BERGERIGI,3.22,70752
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,HIU,HIU LANJAMAN,4.84,106392
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KAKAP,BADUR,1.74,60760
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KAKAP,KAKAP MAILAH,1.62,67956
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KAKAP,KAKAP MERAH UTARA,3.92,215820
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KAKAP,PINJALO,9.01,315280
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KERAPU,KERAPU BALONG,8.67,563225
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KERAPU,KERAPU BATU,2.24,100935
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KERAPU,KERAPU CABANG,1.60,96240
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KERAPU,KERAPU EKOR PUTIH,3.80,208725
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KERAPU,KERAPU SUNU,2.12,127020
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KURISI,KURISI HIJAU,1.97,68845
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,KUWE,KUWE GERONG,8.63,302085
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,RAWAI DASAR,PARI,PARI KEKEH,0.80,12060
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,CAKALANG,CAKALANG,6.85,102720
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,LAYARAN,LAYARAN,0.82,22848
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,LEMADANG,LEMADANG,0.52,6276
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,PEDANG,PEDANG,0.19,2316
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,TENGGIRI,TENGGIRI,1.74,69400
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,TONDA,TUNA,TUNA SIRIP KUNING; MADIDIHANG,4.86,204120
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,BUBU,KAKAP,KAKAP MAILAH,0.31,13146
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,BUBU,KAKAP,KAKAP MERAH UTARA,0.82,44990
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,BUBU,KERAPU,KERAPU BALONG,8.91,579150
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,BUBU,KERAPU,KERAPU BATU,1.63,73215
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,BUBU,KERAPU,KERAPU SUNU,0.45,27000
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,CAKALANG,CAKALANG,6.66,99930
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KAKAP,BADUR,1.79,62720
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KAKAP,KAKAP MAILAH,1.01,42252
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KAKAP,KAKAP MERAH UTARA,10.94,601865
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KAKAP,PINJALO,9.73,340620
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KEMBUNG,KEMBUNG,3.56,149688
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KERAPU,KERAPU BALONG,8.42,547560
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KERAPU,KERAPU BATU,2.11,94815
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KERAPU,KERAPU CABANG,2.73,163800
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KERAPU,KERAPU EKOR PUTIH,3.03,166760
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KERAPU,KERAPU SUNU,0.96,57720
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KURISI,KURISI HIJAU,8.40,293930
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,LAYANG,LAYANG,5.58,94894
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,LEMURU,SIRO,8.65,173080
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,SELAR,SELAR JANTAN,2.88,71975
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,SELAR,SELAR KUNING,1.50,37525
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,TONGKOL,TONGKOL LISONG,4.33,64950
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,TUNA,TUNA SIRIP KUNING; MADIDIHANG,1.52,63966
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PUKAT CINCIN PELAGIS KECIL DENGAN SATU KAPAL,KEMBUNG,KEMBUNG,18.10,760032
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PUKAT CINCIN PELAGIS KECIL DENGAN SATU KAPAL,LAYANG,LAYANG,62.56,1063486
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PUKAT CINCIN PELAGIS KECIL DENGAN SATU KAPAL,LEMURU,SIRO,36.00,720020
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PUKAT CINCIN PELAGIS KECIL DENGAN SATU KAPAL,SELAR,SELAR KUNING,16.71,417800
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PUKAT CINCIN PELAGIS KECIL DENGAN SATU KAPAL,TONGKOL,TONGKOL KOMO,20.60,309015
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,TONDA,CAKALANG,CAKALANG,5.68,85170
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,TONDA,LAYARAN,LAYARAN,1.12,31220
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,TONDA,LEMADANG,LEMADANG,1.50,18036
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,TONDA,TUNA,TUNA SIRIP KUNING; MADIDIHANG,3.46,145110
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,PANCING ULUR,CAKALANG,CAKALANG,98.24,1473525
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,PANCING ULUR,LAYANG,LAYANG,15.49,263330
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,PANCING ULUR,TONGKOL,TONGKOL LISONG,39.10,586425
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,PANCING ULUR,TUNA,TUNA SIRIP KUNING; MADIDIHANG,9.33,391902
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,TONDA,CAKALANG,CAKALANG,6.60,99030
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,TONDA,LAYARAN,LAYARAN,1.85,51716
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,TONDA,LEMADANG,LEMADANG,4.77,57288
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0010_0020,TONDA,TUNA,TUNA SIRIP KUNING; MADIDIHANG,2.30,96516
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TENGGIRI,TENGGIRI,5.26,210520
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,BELOSO,ACANG-ACANG BOMBAY,26.08,782520
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,BULU AYAM,BULU AYAM,8.44,84420
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KEPITING,KEPITING,4.89,122225
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LEMURU,SIRO,19.53,390500
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,CAKALANG,CAKALANG,43.62,654255
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KAKAP,BADUR,1.80,62930
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KAKAP,KAKAP MAILAH,1.12,46998
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KAKAP,KAKAP MERAH UTARA,10.32,567380
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KAKAP,PINJALO,9.24,323295
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KEMBUNG,KEMBUNG,3.80,159642
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KERAPU,KERAPU BALONG,8.40,546065
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KERAPU,KERAPU BATU,2.01,90270
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KERAPU,KERAPU CABANG,2.92,175080
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KERAPU,KERAPU EKOR PUTIH,3.46,190465
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KERAPU,KERAPU SUNU,1.09,65520
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KURISI,KURISI HIJAU,8.33,291620
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,LEMURU,SIRO,9.27,185380
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,SELAR,SELAR JANTAN,3.39,84700
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,SELAR,SELAR KUNING,1.70,42500
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,TONGKOL,TONGKOL LISONG,20.81,312165
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,TUNA,TUNA SIRIP KUNING; MADIDIHANG,1.73,72534
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"PUKAT HELA DASAR UDANG, PUKAT UDANG",UDANG,UDANG GROGO,0.54,8070
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,TONDA,CAKALANG,CAKALANG,3.75,56265
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,TONDA,LAYARAN,LAYARAN,0.03,728
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,TONDA,TENGGIRI,TENGGIRI,3.68,147120
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,TONDA,TUNA,TUNA SIRIP KUNING; MADIDIHANG,5.14,215922
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,AYAM-AYAM,JENGGOT KUNING,1.14,13644
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,BELOSO,ACANG-ACANG BOMBAY,3.38,101340
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,BULU AYAM,BULU AYAM,1.48,14790
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,KEPITING,KEPITING,3.04,75975
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,LEMURU,SIRO,2.46,49180
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,PARI,PARI BATIK,2.18,26136
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,SEBELAH,SEBELAH,1.47,17616
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,SOTONG,SOTONG,3.04,106470
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,TERI,TERI INDIAN,1.94,34920
2021,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PUKAT TARIK PANTAI,UDANG,UDANG GROGO,3.21,48195
2021,ACEH,ACEH BARAT,PELABUHAN,PP. UJONG BAROEH,WPP-RI-572,KM_0005,BUBU,AYAM-AYAM,AYAM-AYAM; KAMBING-KAMBING,0.01,504
2021,ACEH,ACEH BARAT,PELABUHAN,PP. UJONG BAROEH,WPP-RI-572,KM_0005,BUBU,BAWAL,BAWAL HITAM,0.00,48
