tahun,provinsi,kabupaten_kota,lembar_kerja,pelabuhan,wpp,jenis_kapal,jenis_api,kelompok,jenis_ikan,produksi,nilai_produksi_rp
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KAKAP,KAKAP MERAH,99.61,4083598
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KEMBUNG,KEMBUNG,872.23,20745047
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KUWE,KUWE TUTUL,56.36,2616831
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYANG,LAYANG BENGGOL,15.52,271618
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYUR,LAYUR,562.26,6977254
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",PEPEREK,PEPEREK BONDOLAN,4.79,71775
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SELAR,SELAR HIJAU,288.65,5933428
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TENGGIRI,TENGGIRI,158.33,4938313
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TONGKOL,TONGKOL ABU-ABU,774.25,21419397
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TUNA,TUNA MATA BESAR,173.91,14782095
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,CAKALANG,CAKALANG,7.85,327253
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KAKAP,KAKAP MERAH,83.73,3453584
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KEMBUNG,KEMBUNG,509.12,12108839
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KUWE,KUWE TUTUL,32.85,1524961
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LAYANG,LAYANG BENGGOL,8.20,143570
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LAYUR,LAYUR,350.49,4327518
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,PEPEREK,PEPEREK BONDOLAN,5.03,75435
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,SELAR,SELAR HIJAU,166.09,3414187
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TENGGIRI,TENGGIRI,105.73,3297781
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TONGKOL,TONGKOL ABU-ABU,486.65,14914421
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TUNA,TUNA MATA BESAR,119.69,10173650
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,CAKALANG,CAKALANG,5.05,210210
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KAKAP,KAKAP MERAH,23.37,950865
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KEMBUNG,KEMBUNG,280.02,6659948
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,KUWE,KUWE TUTUL,18.11,840968
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,LAYANG,LAYANG BENGGOL,5.27,92208
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,LAYUR,LAYUR,173.00,2154178
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,PEPEREK,PEPEREK BONDOLAN,0.78,11760
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,SELAR,SELAR HIJAU,93.47,1921369
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,TENGGIRI,TENGGIRI,46.35,1445625
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,TONGKOL,TONGKOL ABU-ABU,236.88,6064811
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005,PANCING ULUR,TUNA,TUNA MATA BESAR,49.71,4225520
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,CAKALANG,CAKALANG,1.76,73292
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KAKAP,KAKAP MERAH,4.75,189880
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KEMBUNG,KEMBUNG,92.41,2197784
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,KUWE,KUWE TUTUL,5.99,278017
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,LAYANG,LAYANG BENGGOL,1.84,32182
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,LAYUR,LAYUR,54.51,681375
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,SELAR,SELAR HIJAU,31.12,639764
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,TENGGIRI,TENGGIRI,13.75,428925
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,TONGKOL,TONGKOL ABU-ABU,74.15,1722060
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,KM_0005_0010,PANCING ULUR,TUNA,TUNA MATA BESAR,14.30,1215330
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",CAKALANG,CAKALANG,1.42,59250
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KAKAP,KAKAP MERAH,3.84,153600
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KEMBUNG,KEMBUNG,74.74,1777521
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KUWE,KUWE TUTUL,4.84,224624
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYANG,LAYANG BENGGOL,1.49,26022
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYUR,LAYUR,44.09,551088
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SELAR,SELAR HIJAU,25.17,517395
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TENGGIRI,TENGGIRI,11.12,346926
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TONGKOL,TONGKOL ABU-ABU,59.97,1392743
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TUNA,TUNA MATA BESAR,11.56,982940
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,CAKALANG,CAKALANG,7.29,303836
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KAKAP,KAKAP MERAH,19.67,786960
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KEMBUNG,KEMBUNG,383.01,9109391
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,KUWE,KUWE TUTUL,24.80,1151207
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LAYANG,LAYANG BENGGOL,7.62,133350
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,LAYUR,LAYUR,225.93,2824112
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,SELAR,SELAR HIJAU,128.99,2651601
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TENGGIRI,TENGGIRI,57.00,1777955
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TONGKOL,TONGKOL ABU-ABU,307.34,7137618
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,JARING INSANG KOMBINASI DENGAN TRAMMEL NET,TUNA,TUNA MATA BESAR,59.27,5037695
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,CAKALANG,CAKALANG,0.70,29000
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KAKAP,KAKAP MERAH,1.88,75200
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KEMBUNG,KEMBUNG,36.59,870304
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,KUWE,KUWE TUTUL,2.37,110037
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,LAYANG,LAYANG BENGGOL,0.73,12740
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,LAYUR,LAYUR,21.59,269812
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,SELAR,SELAR HIJAU,12.32,253312
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,TENGGIRI,TENGGIRI,5.45,169861
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,TONGKOL,TONGKOL ABU-ABU,29.36,681926
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING ULUR,TUNA,TUNA MATA BESAR,5.66,481270
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,CAKALANG,CAKALANG,0.29,12208
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,KAKAP,KAKAP MERAH,0.79,31640
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,KEMBUNG,KEMBUNG,15.40,366155
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,KUWE,KUWE TUTUL,0.99,46150
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,LAYANG,LAYANG BENGGOL,0.31,5355
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,LAYUR,LAYUR,9.08,113538
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,SELAR,SELAR HIJAU,5.18,106562
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,TENGGIRI,TENGGIRI,2.29,71487
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,TONGKOL,TONGKOL ABU-ABU,12.35,286909
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,NTP,PANCING ULUR,TUNA,TUNA MATA BESAR,2.38,202555
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,CAKALANG,CAKALANG,0.11,4542
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,KAKAP,KAKAP MERAH,0.30,11800
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,KEMBUNG,KEMBUNG,5.78,137400
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,KUWE,KUWE TUTUL,0.37,17364
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,LAYANG,LAYANG BENGGOL,0.11,1995
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,LAYUR,LAYUR,3.41,42600
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,SELAR,SELAR HIJAU,1.95,40002
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,TENGGIRI,TENGGIRI,0.86,26823
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,TONGKOL,TONGKOL ABU-ABU,4.64,107666
2019,ACEH,ACEH BARAT,NON PELABUHAN,-,WPP-RI-572,PTM,PANCING ULUR,TUNA,TUNA MATA BESAR,0.89,75990
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BILIS,BILIS,527.60,5276000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",CUMI-CUMI,CUMI-CUMI,47.00,1410000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KAKAP,KAKAP MERAH,15.80,790000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KAPAS-KAPAS,KAPAS-KAPAS,199.20,4980000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KEMBUNG,KEMBUNG,317.00,7925000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KERAPU,KERAPU KARANG,2.00,80000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KUWE,KUWE,49.00,2450000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",RAJUNGAN,RAJUNGAN,7.00,175000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SELAR,SELAR HIJAU,495.00,9900000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TONGKOL,TONGKOL ABU-ABU,573.00,17190000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",UDANG,UDANG WINDU,21.00,2100000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,CUMI-CUMI,CUMI-CUMI,6.00,180000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,KAKAP,KAKAP MERAH,70.04,3502000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,KEMBUNG,KEMBUNG,27.23,544680
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,KERAPU,KERAPU KARANG,86.00,3440000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,KUWE,KUWE,69.80,3490000
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,SELAR,SELAR HIJAU,27.23,612742
2019,ACEH,ACEH BARAT DAYA,NON PELABUHAN,-,WPP-RI-572,MT_0005,PANCING BERJORAN,TONGKOL,TONGKOL ABU-ABU,15.80,474000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,ALU-ALU,ALU-ALU BESAR; BARAKUDA BESAR,317.83,9534810
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,KUWE,KUWE,291.59,8747730
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,LAYANG,LAYANG BIRU,473.35,11833775
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,SELAR,SELAR KUNING,805.19,20129850
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,TENGGIRI,TENGGIRI,275.42,13771050
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,TERI,TERI NASI,314.42,3144190
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,TONGKOL,TONGKOL ABU-ABU,314.42,6288380
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BAGAN BERPERAHU,TUNA,TUNA MATA BESAR,549.16,46678175
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,ALU-ALU,ALU-ALU BESAR; BARAKUDA BESAR,365.68,10970460
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,KUWE,KUWE,335.49,10064820
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,LAYANG,LAYANG BIRU,544.62,13615550
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,SELAR,SELAR KUNING,926.43,23160775
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,TENGGIRI,TENGGIRI,316.89,15844500
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,TERI,TERI NASI,361.76,3617600
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,TONGKOL,TONGKOL ABU-ABU,361.76,7235200
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,BOUKE AMI,TUNA,TUNA MATA BESAR,631.84,53706400
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",ALU-ALU,ALU-ALU GIGI GERGAJI; BARAKUDA GIGI GERGAJI,14.52,435540
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BILIS,BILIS,53.00,530000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",CUMI-CUMI,CUMI-CUMI,4.00,120000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",HIU,HIU TIKUS,4.00,140000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KAKAP,KAKAP MERAH,1.30,65000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KEMBUNG,KEMBUNG LELAKI,9.08,227075
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KERAPU,KERAPU KARANG,0.26,12950
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KUWE,KUWE,2.50,125000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYANG,LAYANG BENGGOL,6.00,120000
2019,ACEH,ACEH BARAT DAYA,PELABUHAN,PP. UJUNG SERANGGA,WPP-RI-572,KM_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",LAYUR,LAYUR,13.00,390000
