zona,tier,p,q,lat,lon,HE,FN_buruk
573-A,1,71,0.25,-7.5,106.0,-0.40341428980253724,0.15217391304347827
573-A,1,71,0.25,-7.5,106.5,-0.24265136310419777,0.15555555555555556
573-A,1,71,0.25,-7.5,107.0,-0.3884015765665587,0.1794871794871795
573-A,1,71,0.25,-7.5,107.5,-0.42062842229159214,0.1702127659574468
573-A,1,71,0.25,-8.0,107.5,-0.18002679331064142,0.1702127659574468
573-A,1,71,0.25,-8.0,108.0,-0.08499266222980295,0.18181818181818182
573-A,1,71,0.25,-8.0,108.5,-0.16295644435163714,0.16666666666666666
573-A,1,71,0.25,-8.0,109.0,-0.13853193440772427,0.19047619047619047
573-A,1,71,0.25,-8.0,109.5,-0.0919836363593931,0.15217391304347827
573-A,1,71,0.25,-8.5,109.5,-0.04473938793461718,0.17777777777777778
573-A,1,71,0.25,-8.5,110.0,-0.05333294340137651,0.18181818181818182
573-A,1,71,0.25,-8.5,110.5,-0.05527224543497056,0.17777777777777778
573-A,1,71,0.25,-8.5,111.0,-0.03377216016140738,0.16279069767441862
573-A,1,71,0.25,-8.5,111.5,0.0029729153030816358,0.17073170731707318
573-A,1,71,0.25,-8.5,112.0,0.002509540452754644,0.15217391304347827
573-A,1,71,0.25,-8.5,112.5,0.041717581877596444,0.16279069767441862
573-A,1,71,0.25,-8.5,113.0,0.11413124348990633,0.1702127659574468
573-A,1,71,0.25,-8.5,113.5,0.11032273910920187,0.1590909090909091
573-A,1,71,0.25,-8.5,114.0,0.07105501999013408,0.13636363636363635
573-A,1,71,0.25,-8.5,114.5,-0.1576492068490578,0.2
573-A,1,71,0.25,-8.5,115.5,-0.060077519379844846,0.11627906976744186
573-A,1,71,0.25,-9.0,114.5,0.05261553575187705,0.1590909090909091
573-A,1,71,0.25,-9.0,115.0,0.05719385243018893,0.18181818181818182
573-A,1,71,0.25,-9.0,115.5,0.03505708618730097,0.13636363636363635
573-A,1,71,0.25,-9.0,117.0,-0.18227013877646892,0.13953488372093023
573-A,1,71,0.25,-9.0,117.5,-0.12171623372971285,0.13636363636363635
573-A,1,71,0.25,-9.0,118.0,-0.10462340464684816,0.13636363636363635
573-A,1,71,0.25,-9.0,118.5,-0.032639209414115244,0.14634146341463414
573-A,1,71,0.25,-9.0,119.0,-0.09450710384642336,0.20930232558139536
573-A,1,72,0.25,-7.0,106.0,-0.42110069885641654,0.1590909090909091
573-A,1,72,0.25,-7.5,106.0,-0.30328188495659636,0.13043478260869565
573-A,1,72,0.25,-7.5,106.5,-0.15294089208061545,0.13333333333333333
573-A,1,72,0.25,-7.5,107.0,-0.3141997894685913,0.1282051282051282
573-A,1,72,0.25,-7.5,107.5,-0.349386386315951,0.1276595744680851
573-A,1,72,0.25,-8.0,107.5,-0.12841651028813872,0.1276595744680851
573-A,1,72,0.25,-8.0,108.0,-0.022069597123289153,0.13636363636363635
573-A,1,72,0.25,-8.0,108.5,-0.09498852752027886,0.125
573-A,1,72,0.25,-8.0,109.0,-0.06996580796016882,0.11904761904761904
573-A,1,72,0.25,-8.0,109.5,-0.015604616917651803,0.10869565217391304
573-A,1,72,0.25,-8.5,109.5,-0.02284684569642792,0.13333333333333333
573-A,1,72,0.25,-8.5,110.0,-0.0011984314987036893,0.13636363636363635
573-A,1,72,0.25,-8.5,110.5,0.012712391440902415,0.13333333333333333
573-A,1,72,0.25,-8.5,111.0,0.027063658077054353,0.11627906976744186
573-A,1,72,0.25,-8.5,111.5,0.06241024313172627,0.0975609756097561
573-A,1,72,0.25,-8.5,112.0,0.06321090266885687,0.10869565217391304
573-A,1,72,0.25,-8.5,112.5,0.09945076600415159,0.09302325581395349
573-A,1,72,0.25,-8.5,113.0,0.17519034274093526,0.1276595744680851
573-A,1,72,0.25,-8.5,113.5,0.167043532131544,0.11363636363636363
573-A,1,72,0.25,-8.5,114.0,0.12980492590244852,0.09090909090909091
573-A,1,72,0.25,-8.5,114.5,-0.12813387662661935,0.15555555555555556
573-A,1,72,0.25,-8.5,115.5,-0.022311948499092793,0.09302325581395349
573-A,1,72,0.25,-9.0,114.5,0.0929815451547259,0.11363636363636363
573-A,1,72,0.25,-9.0,115.0,0.08349654023352315,0.11363636363636363
573-A,1,72,0.25,-9.0,115.5,0.059555111714216014,0.09090909090909091
573-A,1,72,0.25,-9.0,117.0,-0.1811357006733496,0.09302325581395349
573-A,1,72,0.25,-9.0,117.5,-0.11334697266670335,0.13636363636363635
573-A,1,72,0.25,-9.0,118.0,-0.07572176889782956,0.13636363636363635
573-A,1,72,0.25,-9.0,118.5,0.005804172912653671,0.0975609756097561
573-A,1,72,0.25,-9.0,119.0,-0.08054333979327266,0.13953488372093023
573-A,1,73,0.25,-7.0,106.0,-0.30775907922342705,0.1590909090909091
573-A,1,73,0.25,-7.5,106.0,-0.21212858914432897,0.13043478260869565
573-A,1,73,0.25,-7.5,106.5,-0.08809740341194194,0.15555555555555556
573-A,1,73,0.25,-7.5,107.0,-0.19480631968780804,0.1282051282051282
573-A,1,73,0.25,-7.5,107.5,-0.2376637582518808,0.14893617021276595
573-A,1,73,0.25,-8.0,107.5,-0.0755973070259488,0.14893617021276595
573-A,1,73,0.25,-8.0,108.0,0.03949907332434677,0.1590909090909091
573-A,1,73,0.25,-8.0,108.5,-0.033283863702466165,0.14583333333333334
573-A,1,73,0.25,-8.0,109.0,-0.007264233664923125,0.14285714285714285
573-A,1,73,0.25,-8.0,109.5,0.047697725379278744,0.13043478260869565
573-A,1,73,0.25,-8.5,109.5,0.027992901441659557,0.15555555555555556
573-A,1,73,0.25,-8.5,110.0,0.053744809030823903,0.1590909090909091
573-A,1,73,0.25,-8.5,110.5,0.06654270329732148,0.15555555555555556
573-A,1,73,0.25,-8.5,111.0,0.08885486670523812,0.13953488372093023
573-A,1,73,0.25,-8.5,111.5,0.14040551523738987,0.12195121951219512
573-A,1,73,0.25,-8.5,112.0,0.12348865643255003,0.13043478260869565
573-A,1,73,0.25,-8.5,112.5,0.1695845488426957,0.11627906976744186
573-A,1,73,0.25,-8.5,113.0,0.24837309657259066,0.14893617021276595
573-A,1,73,0.25,-8.5,113.5,0.22934741780526846,0.13636363636363635
573-A,1,73,0.25,-8.5,114.0,0.19053176182534481,0.11363636363636363
573-A,1,73,0.25,-8.5,114.5,-0.0724323189526015,0.17777777777777778
573-A,1,73,0.25,-8.5,115.5,0.02126886442355247,0.11627906976744186
573-A,1,73,0.25,-9.0,114.5,0.1494396182724017,0.13636363636363635
573-A,1,73,0.25,-9.0,115.0,0.11903223253851014,0.1590909090909091
573-A,1,73,0.25,-9.0,115.5,0.0914896442052302,0.11363636363636363
573-A,1,73,0.25,-9.0,117.0,-0.14297295287050305,0.11627906976744186
573-A,1,73,0.25,-9.0,117.5,-0.06805716908640891,0.1590909090909091
573-A,1,73,0.25,-9.0,118.0,-0.027186859558506526,0.1590909090909091
