zona,tier,q,P_rugi,p_opt,u_opt,HE_p10,HE_p10_halus,HE_rata,HE_min,FN_buruk,p_bayar,hari_bayar_thn,premi_murni_thn,layak,premi_murni_thn_kontribusi,dijual
573-A,1,0.25,85,85,2.2909,0.5955258641221476,0.583852387868463,0.7172972240859375,0.297539412251411,0.015809943681295,0.6767676767676768,18.785,4076345.0,True,4621110.0,True
573-A,2,0.25,90,90,2.4281,0.6453977944660416,0.6622042835561165,0.7643401654597869,0.583016442265778,0.0426417367417302,0.6363636363636364,15.846666666666668,10601420.0,True,12613946.666666668,True
573-A,3,0.25,95,95,2.616,0.6274992992260411,0.6222146947972158,0.7359866179977061,0.5732962538299964,0.0783539460907405,0.5959595959595959,9.561666666666667,6406316.666666667,True,30052318.333333336,True
573-D,1,0.25,85,91,1.2943,0.1525640299801214,0.163172374736866,0.4155647983305276,0.0915379754025706,0.0927910978350266,0.7070707070707071,15.026666666666666,3411053.333333333,False,3876879.9999999995,False
573-D,2,0.25,90,92,1.3212,0.2683688641120649,0.2462435451222884,0.478003405316702,0.1195488649346671,0.0704692721133803,0.7171717171717171,14.363333333333332,6032599.999999999,False,7181666.666666666,False
573-D,3,0.25,95,96,1.4421,0.1074299591565061,0.1406632172075477,0.3874029702648813,-0.0895289940895542,0.1719584028829903,0.5757575757575758,9.03,,False,,False
573-F,1,0.25,85,86,1.234,0.4801968618286413,0.4414571451120463,0.6226873889085467,0.356211824842656,0.0630264458010481,0.6565656565656566,15.750000000000002,3575250.0000000005,True,4063500.0000000005,True
573-F,2,0.25,90,88,1.2776,0.2831155757238434,0.289016705707138,0.5642936157597958,0.203695862452073,0.0428634561810667,0.6363636363636364,13.386666666666668,5622400.000000001,False,6693333.333333334,False
573-F,3,0.25,95,96,1.5524,0.226884988048009,0.2514215884880772,0.5509145998989028,0.0979082865503572,0.1393270815418076,0.5050505050505051,8.473333333333333,,False,,False
