zona,tier,P_rugi,p,q,u_z,HE_rata,HE_p10,HE_min,FN_buruk_rata,FN_buruk_p90,p_bayar,hari_bayar_thn,premi_murni_thn
573-A,2,90,94,0.5,2.572,0.6011226244008568,0.5519804691559458,0.4788275778537565,0.18627751252578822,0.2345513413506013,0.43434343434343436,7.635,5107815.0
573-A,2,90,95,0.0,2.616,0.6114789436451917,0.5410192716803228,0.4811589943675879,0.0831300110002224,0.10893719806763286,0.7474747474747475,18.361666666666668,12283955.000000002
573-A,2,90,95,0.25,2.616,0.5759253345679388,0.5194440452301504,0.4664031936471359,0.1260112283503644,0.15217391304347827,0.5959595959595959,9.561666666666667,6396755.000000001
573-A,2,90,95,0.5,2.616,0.49964195294846553,0.4493808557833825,0.3995889279849294,0.2142511620782841,0.24074930619796486,0.43434343434343436,6.401666666666667,4282715.0
573-A,2,90,96,0.0,2.6778,0.5449259132601326,0.4751166997896731,0.43462657679564265,0.10043248537377651,0.11769464105156725,0.696969696969697,14.911666666666667,9975905.0
573-A,2,90,96,0.25,2.6778,0.5143989982927107,0.4619049966614645,0.4164769419094868,0.13485661400566956,0.17391304347826086,0.5858585858585859,8.751666666666665,5854864.999999999
573-A,2,90,96,0.5,2.6778,0.43076114015509165,0.3819485839663421,0.34057310300348176,0.3143931637717892,0.3479271991911021,0.37373737373737376,5.151666666666666,3446465.0
573-A,2,90,97,0.0,2.7487,0.4589668603066721,0.38109426303797755,0.3221480265038774,0.2363312632164489,0.2733615221987315,0.5757575757575758,11.218333333333334,7505065.0
573-A,2,90,97,0.25,2.7487,0.4366305502134699,0.3683791304795358,0.324449931416268,0.24004350730774585,0.2794236602628918,0.5151515151515151,7.658333333333333,5123425.0
573-A,2,90,97,0.5,2.7487,0.3788194125476234,0.32539815345461653,0.28325173580476604,0.3329108142306765,0.38636363636363635,0.3838383838383838,5.098333333333334,3410785.0
573-A,3,95,70,0.0,2.0399,-0.4557739939759195,-0.7104124723253533,-0.7460709647597457,0.0,0.0,0.98989898989899,66.50999999999999,44561699.99999999
573-A,3,95,70,0.25,2.0399,-1.5836229023922996,-1.9501478391197884,-2.235337898662551,0.18417247860557354,0.2287912087912088,0.6868686868686869,18.871666666666666,12644016.666666666
573-A,3,95,70,0.5,2.0399,-1.027800606136,-1.2447529456725954,-1.4553996270576128,0.43875477653682804,0.4872420262664165,0.47474747474747475,10.858333333333333,7275083.333333333
573-A,3,95,71,0.0,2.0541,-0.5651579412939243,-0.8378297727645548,-0.8734550747287091,0.0,0.0,0.98989898989899,65.33500000000001,43774450.00000001
573-A,3,95,71,0.25,2.0541,-1.3936092718612096,-1.7350132709323827,-1.9765946502057608,0.22963845120533224,0.275,0.6868686868686869,18.813333333333333,12604933.333333332
573-A,3,95,71,0.5,2.0541,-0.8303995624863781,-1.0405686063126918,-1.2157921810699586,0.4411225014045529,0.4872420262664165,0.45454545454545453,10.673333333333334,7151133.333333334
573-A,3,95,72,0.0,2.0696,-0.5552903755471166,-0.8334125097989896,-0.8682034465020574,0.0,0.0,0.98989898989899,64.72333333333333,43364633.33333333
573-A,3,95,72,0.25,2.0696,-1.3155063667251303,-1.6068731831559342,-1.848570923353909,0.1592083154065246,0.18363636363636368,0.7171717171717171,20.628333333333334,13820983.333333334
573-A,3,95,72,0.5,2.0696,-0.6676645402172189,-0.8245203887812659,-0.9673466435185185,0.3948424354907009,0.4362101313320826,0.47474747474747475,10.585,7091950.000000001
573-A,3,95,73,0.0,2.0845,-0.5414641482930814,-0.8169847459075424,-0.863001034535889,0.0,0.0,0.98989898989899,63.34,42437800.0
573-A,3,95,73,0.25,2.0845,-1.098671708441897,-1.3641749281474438,-1.5508680555555556,0.20780067381559597,0.23269230769230773,0.6767676767676768,19.09,12790300.0
573-A,3,95,73,0.5,2.0845,-0.5281601277814102,-0.6708549945330049,-0.7712175282921809,0.4267377094164276,0.4620512820512821,0.45454545454545453,9.671666666666667,6480016.666666667
573-A,3,95,74,0.0,2.0976,-0.5137821647422245,-0.7998187711229132,-0.8428110761374388,0.0,0.0,0.98989898989899,61.910000000000004,41479700.0
573-A,3,95,74,0.25,2.0976,-0.7638307696363152,-0.9998063433856035,-1.1046810699588478,0.13751226075284462,0.17270676691729325,0.7272727272727273,17.766666666666666,11903666.666666666
573-A,3,95,74,0.5,2.0976,-0.3354314407742487,-0.4696735738571557,-0.5225051440329218,0.40526469714546093,0.4504545454545455,0.43434343434343436,9.066666666666666,6074666.666666666
573-A,3,95,75,0.0,2.1137,-0.399950000222179,-0.65818918031213,-0.6980640972023506,0.0,0.0,0.98989898989899,60.57666666666667,40586366.666666664
573-A,3,95,75,0.25,2.1137,-0.6490599564136394,-0.8869720271780869,-0.961085390946502,0.17521521526641876,0.20734265734265736,0.6868686868686869,15.993333333333332,10715533.333333332
573-A,3,95,75,0.5,2.1137,-0.29052802038262127,-0.47119240625003456,-0.5052889351760632,0.33674836360078453,0.38636363636363635,0.4444444444444444,9.256666666666666,6201966.666666666
573-A,3,95,76,0.0,2.1311,-0.43394325799581085,-0.7040957241253708,-0.7524143756465846,0.0,0.0,0.98989898989899,59.08166666666666,39584716.666666664
573-A,3,95,76,0.25,2.1311,-0.5227148669473447,-0.7532200901750877,-0.8128793724279832,0.12752037504305552,0.1543706293706294,0.7070707070707071,17.703333333333333,11861233.333333334
573-A,3,95,76,0.5,2.1311,-0.17519113205330053,-0.3408624795112964,-0.3837134132561084,0.3209954456594925,0.38636363636363635,0.46464646464646464,9.49,6358300.0
573-A,3,95,77,0.0,2.1489,-0.3547959047407987,-0.5971229719796626,-0.6645440392576065,0.0,0.0,0.98989898989899,57.776666666666664,38710366.666666664
573-A,3,95,77,0.25,2.1489,-0.3739622131669848,-0.6016316480643918,-0.6362654320987648,0.14168952444935953,0.1724675324675325,0.6666666666666666,15.760000000000002,10559200.000000002
573-A,3,95,77,0.5,2.1489,-0.102184082172395,-0.2604576663211143,-0.3180961490957446,0.3143226163581442,0.36363636363636365,0.4444444444444444,8.469999999999999,5674899.999999999
573-A,3,95,78,0.0,2.1646,-0.3353839112838328,-0.5779016649363431,-0.6577213082999134,0.0,0.0,0.98989898989899,56.44166666666666,37815916.666666664
573-A,3,95,78,0.25,2.1646,-0.45872071675247067,-0.6407599229827189,-0.7483008616255138,0.12083436109437627,0.15750000000000003,0.6868686868686869,19.218333333333334,12876283.333333334
573-A,3,95,78,0.5,2.1646,-0.00482126162695153,-0.14696352449537925,-0.18233456244546398,0.333353675878094,0.37750000000000006,0.43434343434343436,8.523333333333333,5710633.333333333
573-A,3,95,79,0.0,2.1806,-0.2924165689219867,-0.5419929618215356,-0.6111445113245855,0.005669160274423432,0.025,0.9797979797979798,54.910000000000004,36789700.0
573-A,3,95,79,0.25,2.1806,-0.2240840603644599,-0.4068082040075381,-0.4503022119341562,0.09211581779627459,0.13363636363636364,0.6868686868686869,17.843333333333334,11955033.333333334
573-A,3,95,79,0.5,2.1806,0.06412142524429676,-0.05563924456471401,-0.09722768651861813,0.2809783977563896,0.3265909090909091,0.45454545454545453,8.52,5708400.0
573-A,3,95,80,0.0,2.1963,-0.2473674551822997,-0.5399715368170844,-0.5882442408545989,0.005669160274423432,0.025,0.9797979797979798,53.653333333333336,35947733.333333336
573-A,3,95,80,0.25,2.1963,-0.2699210042546685,-0.43667584542809074,-0.5142345036008229,0.0990930106085081,0.13363636363636364,0.6767676767676768,18.308333333333334,12266583.333333334
573-A,3,95,80,0.5,2.1963,0.0686273846863744,-0.04045966117509667,-0.05716534428112574,0.2505096118388191,0.3110714285714286,0.47474747474747475,9.23,6184100.0
573-A,3,95,81,0.0,2.2133,-0.20379597619916515,-0.4976296251470692,-0.5210543307482047,0.005669160274423432,0.025,0.9797979797979798,51.995,34836650.0
573-A,3,95,81,0.25,2.2133,-0.2842758989567025,-0.44933589252077416,-0.5381108539094648,0.09873281863246249,0.137012987012987,0.696969696969697,19.803333333333335,13268233.333333334
573-A,3,95,81,0.5,2.2133,0.11236554228525661,0.003899183436859789,-0.03186062836357473,0.2415154817118263,0.28714285714285714,0.47474747474747475,9.256666666666666,6201966.666666666
573-A,3,95,82,0.0,2.2319,-0.17289362408323938,-0.4710775796269553,-0.4875648374669086,0.005669160274423432,0.025,0.9797979797979798,50.545,33865150.0
573-A,3,95,82,0.25,2.2319,-0.2781696868698301,-0.4566612967940531,-0.5455761316872423,0.09058456322154176,0.11964285714285715,0.696969696969697,19.673333333333332,13181133.333333332
573-A,3,95,82,0.5,2.2319,0.1140149189569082,0.004003459907644514,-0.046973989183620946,0.266634876573823,0.29590909090909095,0.4444444444444444,8.57,5741900.0
573-A,3,95,83,0.0,2.2506,-0.15828256599464438,-0.456983364045535,-0.49511647427665406,0.005669160274423432,0.025,0.9595959595959596,49.006666666666675,32834466.66666667
573-A,3,95,83,0.25,2.2506,-0.29361866325009367,-0.4863276966588089,-0.5637329603909462,0.09193351149248727,0.12613636363636366,0.696969696969697,20.01833333333333,13412283.333333332
573-A,3,95,83,0.5,2.2506,0.05222141716427944,-0.07489615838652401,-0.0978078174354986,0.2195657014727525,0.2623809523809524,0.48484848484848486,10.62,7115399.999999999
573-A,3,95,84,0.0,2.2687,-0.08455705763754562,-0.3566115800625965,-0.3858378640135589,0.006409901015164173,0.025,0.9494949494949495,47.06666666666667,31534666.666666668
573-A,3,95,84,0.25,2.2687,-0.1951724712567066,-0.3671749087342937,-0.45545129827567776,0.08613374093005138,0.12077922077922079,0.696969696969697,19.72,13212400.0
573-A,3,95,84,0.5,2.2687,0.21536430510875182,0.11448915070839508,0.07757519696006121,0.30864742590308547,0.3428947368421053,0.41414141414141414,8.406666666666666,5632466.666666666
573-A,3,95,85,0.0,2.2909,-0.03906036452376648,-0.30533759861134,-0.3490733199797491,0.006409901015164173,0.025,0.9494949494949495,45.81,30692700.0
573-A,3,95,85,0.25,2.2909,-0.03663638443430125,-0.21063968017841647,-0.2635135409078804,0.09374683922414674,0.13363636363636364,0.6767676767676768,18.785,12585950.0
573-A,3,95,85,0.5,2.2909,0.28598075264858525,0.1702971717725235,0.1413539920217377,0.18392239481696068,0.2225,0.48484848484848486,9.055,6066850.0
573-A,3,95,86,0.0,2.3153,0.029609642552123765,-0.25391401635578403,-0.27297324286397573,0.006409901015164173,0.025,0.9494949494949495,43.785,29335949.999999996
573-A,3,95,86,0.25,2.3153,-0.09177966122744646,-0.27739337818267273,-0.3775446887860081,0.10097034999416914,0.13333333333333333,0.6767676767676768,18.351666666666667,12295616.666666666
573-A,3,95,86,0.5,2.3153,0.15595329394235735,0.031498523508053954,-0.06449280552691206,0.18683304897761482,0.22272727272727272,0.47474747474747475,10.818333333333333,7248283.333333333
573-A,3,95,87,0.0,2.3405,0.19773874267766053,-0.04603247154648011,-0.08443397961811572,0.006409901015164173,0.025,0.9494949494949495,41.574999999999996,27855249.999999996
573-A,3,95,87,0.25,2.3405,0.1538057234797883,0.007555721039125666,-0.12168099434686175,0.06840687143808871,0.11136363636363636,0.6464646464646465,16.021666666666665,10734516.666666666
573-A,3,95,87,0.5,2.3405,0.2824536565583502,0.17707535625854937,0.03872730737367602,0.2072496942111531,0.24444444444444444,0.46464646464646464,9.89,6626300.0
573-A,3,95,88,0.0,2.3669,0.2919733075205331,0.0417273117183497,-0.01776030525524641,0.008000810106073264,0.025131578947368425,0.9393939393939394,39.026666666666664,26147866.666666664
573-A,3,95,88,0.25,2.3669,0.24191680017757794,0.09383208729591408,-0.02980364703767724,0.06051747541680124,0.10480769230769234,0.6161616161616161,15.435,10341450.0
573-A,3,95,88,0.5,2.3669,0.3622342985863828,0.2595500108317697,0.12442039454390408,0.20008546483866632,0.245,0.46464646464646464,10.133333333333335,6789333.333333334
573-A,3,95,89,0.0,2.3975,0.39426039221470793,0.17182864002849674,0.11022300241239946,0.012020494125757284,0.025708502024291497,0.9090909090909091,36.615,24532050.0
573-A,3,95,89,0.25,2.3975,0.27194239136977316,0.14757769773406124,-0.051080961641639666,0.03905266728755301,0.075,0.7171717171717171,16.575,11105250.0
573-A,3,95,89,0.5,2.3975,0.3710801859820913,0.29035841203243423,0.08146438306734449,0.16447275878247797,0.21059431524547806,0.47474747474747475,9.685,6488950.0
573-A,3,95,90,0.0,2.4281,0.4627129165839516,0.2617631557705132,0.22677185218666385,0.018157609141391272,0.04454545454545455,0.8787878787878788,34.126666666666665,22864866.666666664
573-A,3,95,90,0.25,2.4281,0.3748537328267977,0.21996321555813356,0.10860295995772651,0.06771882733205194,0.1,0.6363636363636364,15.846666666666668,10617266.666666668
573-A,3,95,90,0.5,2.4281,0.47090768894978186,0.3713986347734598,0.22822703910976938,0.1837375814856748,0.2337467700258398,0.4444444444444444,9.841666666666667,6593916.666666667
573-A,3,95,91,0.0,2.4609,0.5193395623470878,0.3816889551517438,0.34786463281631164,0.019792377881423167,0.04476190476190477,0.8686868686868687,31.31,20977700.0
573-A,3,95,91,0.25,2.4609,0.42546643162150605,0.2918484306723705,0.1403459455660775,0.06122448457938754,0.09000000000000002,0.6262626262626263,14.790000000000001,9909300.0
573-A,3,95,91,0.5,2.4609,0.4851799929757596,0.3937642148302895,0.2303407154334861,0.1553349621990892,0.20222222222222228,0.4444444444444444,9.985,6689950.0
573-A,3,95,92,0.0,2.4913,0.5464597880244183,0.4435646259919635,0.32503449590035993,0.019792377881423167,0.04476190476190477,0.8484848484848485,28.695,19225650.0
573-A,3,95,92,0.25,2.4913,0.5050692522506831,0.36976286405304715,0.2301298883832944,0.04603674220327106,0.08666666666666668,0.6464646464646465,14.655000000000001,9818850.0
573-A,3,95,92,0.5,2.4913,0.5511573490796892,0.4471011648298867,0.3274292749576657,0.140245298914805,0.17842105263157895,0.46464646464646464,9.151666666666667,6131616.666666667
573-A,3,95,93,0.0,2.5304,0.6410126703084699,0.5365628374249047,0.4220041720463261,0.020517015562582588,0.04476190476190477,0.8282828282828283,25.665,17195550.0
573-A,3,95,93,0.25,2.5304,0.6342725863438882,0.5430733993202969,0.4212527181147737,0.05000572812877872,0.0970779220779221,0.6161616161616161,12.145,8137150.0
573-A,3,95,93,0.5,2.5304,0.6406929852817247,0.532791233479357,0.4512671922026428,0.15708663978580756,0.21428571428571427,0.43434343434343436,8.643333333333334,5791033.333333334
573-A,3,95,94,0.0,2.572,0.7063371882885401,0.6063663443441109,0.46285727414138667,0.020517015562582588,0.04476190476190477,0.8181818181818182,22.21666666666667,14885166.666666668
573-A,3,95,94,0.25,2.572,0.6976504365138877,0.6258339409532231,0.5177371770528272,0.032750060295627326,0.07607142857142858,0.6363636363636364,11.296666666666667,7568766.666666667
573-A,3,95,94,0.5,2.572,0.6564807683207583,0.5902256529721562,0.5252228887900825,0.15080559124209367,0.2,0.43434343434343436,7.635,5115450.0
573-A,3,95,95,0.0,2.616,0.774890756021406,0.6756160857929041,0.5484952209353864,0.06358266945153539,0.09134199134199135,0.7474747474747475,18.361666666666668,12302316.666666668
573-A,3,95,95,0.25,2.616,0.7359866179977061,0.6274992992260411,0.5732962538299964,0.0783539460907405,0.12047619047619049,0.5959595959595959,9.561666666666667,6406316.666666667
573-A,3,95,95,0.5,2.616,0.6614340179118151,0.5898538642540293,0.5216129824831865,0.14382330531291795,0.2,0.43434343434343436,6.401666666666667,4289116.666666667
573-A,3,95,96,0.0,2.6778,0.7611121287125733,0.6450611914992075,0.5713595764361281,0.07607401936859408,0.10610047846889953,0.696969696969697,14.911666666666667,9990816.666666666
573-A,3,95,96,0.25,2.6778,0.7148096473303113,0.6133108442123832,0.5654628273562909,0.09406570149087,0.13363636363636364,0.5858585858585859,8.751666666666665,5863616.666666666
573-A,3,95,96,0.5,2.6778,0.6176167113495322,0.5400822063804704,0.47493038560114087,0.22617126203726265,0.2687361419068736,0.37373737373737376,5.151666666666666,3451616.6666666665
573-A,3,95,97,0.0,2.7487,0.7022802615912019,0.6253574688054218,0.5021402212244426,0.19258545621707768,0.25,0.5757575757575758,11.218333333333334,7516283.333333334
573-A,3,95,97,0.25,2.7487,0.6655341153000571,0.5889260872512304,0.5010418071801592,0.1965323326095462,0.25,0.5151515151515151,7.658333333333333,5131083.333333333
573-A,3,95,97,0.5,2.7487,0.584824547978383,0.5172749189193373,0.44091809107201363,0.25018516369364624,0.3018181818181818,0.3838383838383838,5.098333333333334,3415883.3333333335
573-D,1,85,70,0.0,1.0408,0.11621203015421779,-0.07936898980829243,-0.13221645574700802,0.0,0.0,1.0,64.55833333333334,14654741.666666668
573-D,1,85,70,0.25,1.0408,0.0016384450272309324,-0.23890018160890358,-0.3537017033651846,0.14482324315607997,0.19145299145299144,0.696969696969697,17.513333333333332,3975526.6666666665
573-D,1,85,70,0.5,1.0408,0.07182929998102568,-0.10109666446450072,-0.16871042791857094,0.4103377876515519,0.44562647754137114,0.41414141414141414,9.951666666666666,2259028.333333333
573-D,1,85,71,0.0,1.0506,0.13806991940773586,-0.07326717238600444,-0.13331850331056416,0.0,0.0,1.0,63.748333333333335,14470871.666666668
573-D,1,85,71,0.25,1.0506,0.06507190376614537,-0.14241172333232888,-0.1647021188201081,0.13192968782206904,0.17425474254742548,0.696969696969697,16.981666666666666,3854838.333333333
573-D,1,85,71,0.5,1.0506,0.15408566845804073,0.0037572773169806117,-0.013881051977072012,0.40250897643287264,0.4382621951219512,0.42424242424242425,9.503333333333334,2157256.666666667
573-D,1,85,72,0.0,1.0582,0.15095355819979211,-0.08629729906333872,-0.14382673091195786,0.0,0.0,1.0,62.49666666666666,14186743.333333332
573-D,1,85,72,0.25,1.0582,0.13852387095458674,-0.05735785604558319,-0.08974206783956262,0.15115097657962187,0.1975609756097561,0.6767676767676768,16.445,3733015.0
573-D,1,85,72,0.5,1.0582,0.21604804541707676,0.08864480818554005,0.034126867501949376,0.40206985627269864,0.43968023255813954,0.41414141414141414,8.368333333333334,1899611.6666666667
573-D,1,85,73,0.0,1.067,0.15249216770239646,-0.11339331248954077,-0.15804722613947964,0.0,0.0,1.0,61.20666666666666,13893913.333333332
573-D,1,85,73,0.25,1.067,0.07027098717507532,-0.20037442546819517,-0.24626944113391191,0.14414665586452116,0.19538706256627786,0.6868686868686869,17.64,4004280.0
573-D,1,85,73,0.5,1.067,0.20239108448549062,0.01689057295178531,-0.05495942731247583,0.34958176484178255,0.39767441860465114,0.4444444444444444,8.963333333333335,2034676.666666667
573-D,1,85,74,0.0,1.0769,0.16622439019599225,-0.11327927215129463,-0.16085336576890596,0.0,0.0,1.0,59.91833333333334,13601461.666666668
573-D,1,85,74,0.25,1.0769,0.13583044787424678,-0.15222502346933753,-0.2558205085430909,0.1070925588638393,0.15831842576028624,0.7171717171717171,19.123333333333335,4340996.666666667
573-D,1,85,74,0.5,1.0769,0.25899802273724093,0.0799398367046747,-0.020495260288027728,0.32659414965572026,0.3811684628474192,0.45454545454545453,9.71,2204170.0
573-D,1,85,75,0.0,1.0855,0.16799851846147854,-0.11512128128702626,-0.1687411691636207,0.0,0.0,1.0,58.42666666666667,13262853.333333334
573-D,1,85,75,0.25,1.0855,0.18898677303123224,-0.13590149500740134,-0.16726291111974545,0.0977289708791159,0.15094850948509486,0.7070707070707071,19.273333333333333,4375046.666666667
573-D,1,85,75,0.5,1.0855,0.2659038324454344,0.09560812533504504,-0.023444670066157913,0.3553411342345324,0.4138388123011665,0.42424242424242425,9.263333333333332,2102776.6666666665
573-D,1,85,76,0.0,1.0951,0.18375860275983932,-0.12051681624701494,-0.1704228121124547,0.0,0.0,1.0,56.56666666666666,12840633.333333332
573-D,1,85,76,0.25,1.0951,0.25740149431064846,-0.03691824536029986,-0.05138248353899888,0.07986426804508748,0.1276422764227642,0.7171717171717171,18.61,4224470.0
573-D,1,85,76,0.5,1.0951,0.2939663893385679,0.14643548948617857,0.01813573246552347,0.3060381734578398,0.3695652173913043,0.45454545454545453,9.673333333333334,2195846.666666667
573-D,1,85,77,0.0,1.1043,0.1967550107310222,-0.10627814075436448,-0.15119004129957214,0.0,0.0,1.0,55.60666666666667,12622713.333333334
573-D,1,85,77,0.25,1.1043,0.29803299305100095,0.04762322412308706,-0.03800485478338733,0.07980042044695905,0.12532299741602065,0.7070707070707071,17.766666666666666,4033033.333333333
573-D,1,85,77,0.5,1.1043,0.3220151422640456,0.11854235108902855,0.04148811095036398,0.28922811205904303,0.34782608695652173,0.45454545454545453,10.191666666666666,2313508.3333333335
573-D,1,85,78,0.0,1.1158,0.20881959122452606,-0.09085210029162005,-0.1307001199327067,0.0,0.0,1.0,53.98666666666667,12254973.333333334
573-D,1,85,78,0.25,1.1158,0.3415632624137466,0.07585492842470987,0.051294871873365344,0.10116968861417243,0.14293817356778218,0.696969696969697,17.738333333333333,4026601.6666666665
573-D,1,85,78,0.5,1.1158,0.34355478144976276,0.16000673280589583,0.11117967501060277,0.29558463893581655,0.3785790031813362,0.4444444444444444,9.701666666666666,2202278.333333333
573-D,1,85,79,0.0,1.1249,0.2165607844369576,-0.06080076597746453,-0.09304955734915299,0.0,0.0,1.0,52.94,12017380.0
573-D,1,85,79,0.25,1.1249,0.3966313017404843,0.1359462822989544,0.12026750655411433,0.08239911413733655,0.13643410852713178,0.696969696969697,18.365,4168854.9999999995
573-D,1,85,79,0.5,1.1249,0.33782585878136917,0.16660757494282308,0.12237488148759024,0.29398159985284444,0.3785790031813362,0.43434343434343436,9.461666666666666,2147798.333333333
573-D,1,85,80,0.0,1.1355,0.22678992835363618,-0.0652556137186111,-0.09754134255214875,0.0,0.0,1.0,51.52166666666666,11695418.333333332
573-D,1,85,80,0.25,1.1355,0.4062027804063422,0.16021059324946707,0.11908005066269589,0.08400014634082019,0.13643410852713178,0.696969696969697,18.461666666666666,4190798.333333333
573-D,1,85,80,0.5,1.1355,0.3806763437469627,0.2307137047503317,0.15260139784550386,0.25210596300179594,0.35683987274655354,0.46464646464646464,10.778333333333332,2446681.6666666665
573-D,1,85,81,0.0,1.1474,0.23842886535997085,-0.039797035330922936,-0.07008818421337248,0.00518769831060801,0.022222222222222223,0.98989898989899,50.30500000000001,11419235.000000002
573-D,1,85,81,0.25,1.1474,0.41033409390789494,0.13486038409403417,0.09452778962592301,0.0850530492278286,0.14293817356778218,0.6868686868686869,18.371666666666666,4170368.333333333
573-D,1,85,81,0.5,1.1474,0.38375733939854084,0.16790761215726574,0.146801976064461,0.26046480167580327,0.3446447507953341,0.4444444444444444,11.435,2595745.0
573-D,1,85,82,0.0,1.1581,0.25844370752152873,-0.0020485658635878146,-0.04266692789275539,0.00518769831060801,0.022222222222222223,0.98989898989899,48.44333333333333,10996636.666666666
573-D,1,85,82,0.25,1.1581,0.4147538131966017,0.10261783718052114,0.06466778258277928,0.0907807706168726,0.13643410852713178,0.6868686868686869,19.10333333333333,4336456.666666666
573-D,1,85,82,0.5,1.1581,0.3986605654017913,0.17225584956883988,0.13017132732660275,0.25217691242300944,0.322365165759525,0.46464646464646464,11.221666666666666,2547318.333333333
573-D,1,85,83,0.0,1.1706,0.27167904343741084,-0.02649578009590381,-0.05037660773171426,0.00518769831060801,0.022222222222222223,0.9797979797979798,46.74666666666666,10611493.333333332
573-D,1,85,83,0.25,1.1706,0.41510964284649615,0.10821905816453281,0.042315257006655504,0.08496227663222673,0.1591731266149871,0.696969696969697,18.731666666666666,4252088.333333333
573-D,1,85,83,0.5,1.1706,0.3942583286171226,0.17173701944750497,0.07578020786744355,0.23923373391925848,0.32628726287262877,0.46464646464646464,11.095,2518565.0
573-D,1,85,84,0.0,1.184,0.28601053287487904,0.0033331763421027283,-0.025334323018702642,0.00518769831060801,0.022222222222222223,0.9696969696969697,45.58,10346660.0
573-D,1,85,84,0.25,1.184,0.4210918569038371,0.09499050803594511,0.01426607373786648,0.11514899382458207,0.17232237539766704,0.6464646464646465,18.138333333333332,4117401.6666666665
573-D,1,85,84,0.5,1.184,0.4123359299842641,0.18100299010609078,0.11603336346957227,0.24949945696053893,0.345150311968236,0.4444444444444444,11.05,2508350.0
573-D,1,85,85,0.0,1.1974,0.310185456333385,0.04108611844446863,0.02600504958419747,0.00518769831060801,0.022222222222222223,0.9696969696969697,44.00333333333333,9988756.666666666
573-D,1,85,85,0.25,1.1974,0.4465840046241238,0.13622805263352306,0.041898895979635586,0.078254980858379,0.13226744186046513,0.7070707070707071,18.388333333333335,4174151.666666667
573-D,1,85,85,0.5,1.1974,0.42966468366313904,0.2149780831042043,0.15059071790235468,0.247866526247703,0.3446447507953341,0.46464646464646464,10.295,2336965.0
573-D,1,85,86,0.0,1.2133,0.3256303217748334,0.051996128425733645,0.023566613064051167,0.00518769831060801,0.022222222222222223,0.9696969696969697,42.30500000000001,9603235.000000002
573-D,1,85,86,0.25,1.2133,0.44842704008435147,0.13912057933842847,0.04102882262544505,0.11111240152485244,0.15094850948509486,0.6565656565656566,16.65,3779549.9999999995
573-D,1,85,86,0.5,1.2133,0.43125422365344357,0.19689694080134607,0.11042788697345796,0.25868934093289775,0.36585365853658536,0.4444444444444444,10.623333333333335,2411496.666666667
573-D,1,85,87,0.0,1.2263,0.3497923011646356,0.09551584564008003,0.046313129612063686,0.00518769831060801,0.022222222222222223,0.9696969696969697,40.644999999999996,9226415.0
573-D,1,85,87,0.25,1.2263,0.4508220743030217,0.166456601557402,0.08458283077923634,0.0956067555100654,0.13953488372093023,0.6868686868686869,17.026666666666667,3865053.3333333335
573-D,1,85,87,0.5,1.2263,0.4264550710747098,0.23079133978354066,0.15994655749593045,0.29854239832652807,0.4146341463414634,0.40404040404040403,9.493333333333332,2154986.6666666665
573-D,1,85,88,0.0,1.2437,0.37777070474268143,0.14258103025742241,0.0762313784436025,0.01229547225726824,0.024390243902439025,0.9494949494949495,38.54833333333333,8750471.666666666
573-D,1,85,88,0.25,1.2437,0.45673263576390266,0.15128197679408062,0.005286426923702514,0.1038107730241982,0.15456608054452636,0.6666666666666666,16.371666666666666,3716368.333333333
573-D,1,85,88,0.5,1.2437,0.4244959960585507,0.20946598318002324,0.09283798336180316,0.28234773719666667,0.39332659251769464,0.42424242424242425,9.468333333333334,2149311.666666667
573-D,1,85,89,0.0,1.2604,0.3650932952693982,0.11740964944308085,0.060772480919951466,0.01163590963671398,0.025015634771732333,0.9393939393939394,36.44833333333333,8273771.666666666
573-D,1,85,89,0.25,1.2604,0.4214705854036472,0.10326549286835413,0.023510348022539262,0.08971585681666633,0.1591731266149871,0.7070707070707071,15.91,3611570.0
573-D,1,85,89,0.5,1.2604,0.38329046218536905,0.1847667577997376,0.12271095537319643,0.30307208243744477,0.4138388123011665,0.42424242424242425,8.920000000000002,2024840.0000000005
573-D,1,85,90,0.0,1.274,0.3721348196883164,0.11716612444663588,0.06008200050204415,0.023931381893982227,0.05824972129319955,0.898989898989899,33.47,7597690.0
573-D,1,85,90,0.25,1.274,0.427553923134801,0.14685412127468866,0.05731123523885551,0.08273761451675349,0.15386473429951691,0.7070707070707071,16.008333333333333,3633891.6666666665
573-D,1,85,90,0.5,1.274,0.391009967709394,0.1950176815589697,0.14171515335808182,0.29125819796877606,0.3907741251325557,0.43434343434343436,8.75,1986250.0
573-D,1,85,91,0.0,1.2943,0.37596908840788107,0.12108267829286462,0.07137894490314323,0.03163845905773657,0.06976744186046512,0.8686868686868687,30.64333333333333,6956036.666666666
573-D,1,85,91,0.25,1.2943,0.4155647983305276,0.15256402998012147,0.09153797540257069,0.09279109783502665,0.15386473429951691,0.7070707070707071,15.026666666666666,3411053.333333333
573-D,1,85,91,0.5,1.2943,0.3676646146361483,0.1951975679979936,0.12472933507756201,0.3181988589238643,0.3927963698241633,0.41414141414141414,7.9350000000000005,1801245.0
573-D,1,85,92,0.0,1.3212,0.37862940842103765,0.16635543988959067,0.022257748423840318,0.03514324054717859,0.07317073170731707,0.8585858585858586,27.663333333333334,6279576.666666667
