E_agregat,sd_agregat,cv,VaR995,TVaR995,modal,modal_per_premi,thn_terburuk_x,p_nol,margin_A ketat,margin_B ramah,premi_bruto_total_A ketat,premi_bruto_total_B ramah
286016885601.5106,135011113329.87776,0.47203896037795573,674432953681.412,723058464829.2401,437041579227.7295,1.5280271942987034,3.407890628699172,6e-05,43704157922.77295,26222494753.66377,412151304405.3544,367340447476.6757
