struktur,harga,lam,E_ret,modal_ret,E_ced,P_RI,loading_RI,multiple_RI,E_gov,p_sentuh_RI,p_sentuh_gov,margin_A ketat,bruto_A ketat,margin_B ramah,bruto_B ramah,d_bruto_pct_A ketat,d_bruto_pct_B ramah
S2 XoL agregat 5->500 thn,wang,0.2,268484474433.17065,131257139581.28192,17532411168.33998,24692655069.477493,7160243901.137512,1.4084004095265275,0.0,0.2,0.0,20285957859.265705,382878554325.97034,15035672276.014427,354179479855.9118,-7.102428105042247,-3.5827711626010283
S2 XoL agregat 5->inf thn,wang,0.2,268389846025.2744,130878673259.16998,17627039576.23621,24877246524.009533,7250206947.773323,1.4113116622003645,0.0,0.2,0.0,20338074273.690323,382943699844.00116,15102927343.32352,354258603464.5108,-7.086621890835342,-3.5612315774171677
S2 XoL agregat 7->50 thn,wang,0.2,275602715102.8175,291964849364.2003,10414170498.693106,14887849661.027554,4473679162.334448,1.4295761398275415,0.0,0.14283,0.0,33670164098.75448,399608812125.3313,21991570124.18647,362362889089.0554,-3.0431766552623807,-1.355025949854416
S2 XoL agregat 7->100 thn,wang,0.2,274953664866.2578,247884430551.02692,11063220735.25275,15945103618.218082,4881882882.965332,1.4412713982474652,0.0,0.14283,0.0,29670325938.068024,394609014424.47327,19754948716.026947,359731569785.3384,-4.256274284074124,-2.071342195939496
S2 XoL agregat 7->200 thn,wang,0.2,274664610356.42984,208556451182.5093,11352275245.080765,16438435342.417282,5086160097.336517,1.4480300193162143,0.0,0.14283,0.0,25941805215.58745,389948363521.37256,17599547168.287075,357195803258.5855,-5.3870849483336976,-2.761646393087258
S2 XoL agregat 7->500 thn,wang,0.2,274516111208.5869,160741778427.26593,11500774392.923676,16704473352.389854,5203698959.466179,1.4524650933651884,0.0,0.14283,0.0,21277876802.192772,384118453004.6292,14848205665.102135,353958930901.89734,-6.801592303867777,-3.6428105499131114
S2 XoL agregat 7->inf thn,wang,0.2,274421482800.69067,160174067590.4206,11595402800.819904,16889064806.92189,5293662006.101986,1.4565311009055826,0.0,0.14283,0.0,21311068765.144047,384159942958.3183,14904106061.527222,354024696074.1622,-6.79152562368367,-3.624907492213758
S2 XoL agregat 10->50 thn,wang,0.2,279690373932.6866,321757950494.33124,6326511668.823973,9280863866.930542,2954352198.1065693,1.4669796489375242,0.0,0.09999,0.0,35130147247.539696,401433791061.31287,22259829227.76644,362678488034.4436,-2.6003832159416818,-1.269111385434385
S2 XoL agregat 10->100 thn,wang,0.2,279041323696.127,277677531681.1578,6975561905.383617,10338117824.121069,3362555918.7374516,1.482048036322678,0.0,0.09999,0.0,31130309086.853233,396433993360.4548,20023207819.60692,360047168730.72656,-3.8134808447534474,-1.9854276315194652
S2 XoL agregat 10->200 thn,wang,0.2,278752269186.29895,238349552312.6402,7264616415.211635,10831449548.32027,3566833133.108636,1.490987125712504,0.0,0.09999,0.0,27401788364.372658,391773342457.3541,17867806271.867046,357511402203.97375,-4.94429150901301,-2.675731828667205
S2 XoL agregat 10->500 thn,wang,0.2,278603770038.45605,190818729772.67145,7413115563.054545,11097487558.292843,3684371995.2382975,1.4970072250863666,0.0,0.09999,0.0,22766244972.505444,385978913217.52,15133495781.598583,354294566333.06964,-6.350190065659389,-3.551441512422726
S2 XoL agregat 10->inf thn,wang,0.2,278509141630.5598,189967168720.5514,7507743970.950775,11282079012.82488,3774335041.8741055,1.5027255932644872,0.0,0.09999,0.0,22771051913.929245,385984921894.2998,15172365165.10719,354340295019.55035,-6.3487321843629925,-3.538992927793727
S2 XoL agregat 15->50 thn,wang,0.2,282598490456.38574,354038698281.7433,3418395145.1248426,5148572355.0818405,1730177209.9569979,1.5061372768518282,0.0,0.06666,0.0,37134047038.13133,403938665799.5524,22972499106.861595,363516923186.32025,-1.9926271051479705,-1.0408666719442183
S2 XoL agregat 15->100 thn,wang,0.2,281949440219.82605,309958279468.5697,4067445381.6844864,6205826312.272369,2138380930.587883,1.525730705621005,0.0,0.06666,0.0,33134208877.444855,398938868098.6943,20735877698.702065,360885603882.6032,-3.205724733959747,-1.7571829180292875
S2 XoL agregat 15->200 thn,wang,0.2,281660385709.9981,270630300100.0522,4356499891.512504,6699158036.471569,2342658144.9590654,1.537738598254787,0.0,0.06666,0.0,29405688154.964283,394278217195.5936,18580476150.962196,358349837355.8504,-4.33653539821931,-2.4474871151770383
S2 XoL agregat 15->500 thn,wang,0.2,281511886562.1552,223572004860.13055,4504999039.355414,6965196046.444141,2460197007.088727,1.5461037806216131,0.0,0.06666,0.0,24817397493.101784,388542853868.2655,15874517298.69656,355166356353.1849,-5.728102831349968,-3.314116702126535
S2 XoL agregat 15->inf thn,wang,0.2,281417258154.259,222247916507.96338,4599627447.251644,7149787500.976179,2550160053.724535,1.5544275233091538,0.0,0.06666,0.0,24774951704.520874,388489796632.53937,15885035044.202337,355178730171.427,-5.7409760735692705,-3.3107482143035494
S2 XoL agregat 20->50 thn,wang,0.2,283875930150.94305,374702429549.519,2140955450.567573,3276225285.7303867,1135269835.1628137,1.530263175192109,0.0,0.05,0.0,38605512790.11471,405777997989.5316,23617415608.133953,364275648481.9348,-1.546351145247038,-0.8343211360996361
S2 XoL agregat 20->100 thn,wang,0.2,283226879914.3834,330622010736.34534,2790005687.127217,4333479242.920914,1543473555.7936969,1.5532152005693451,0.0,0.05,0.0,34605674629.42823,400778200288.6735,21380794199.97442,361644329178.2177,-2.7594487740588036,-1.5506373821847275
S2 XoL agregat 20->200 thn,wang,0.2,282937825404.55536,291294031367.82794,3079060196.955235,4826810967.120115,1747750770.1648803,1.5676247485817796,0.0,0.05,0.0,30877153906.947674,396117549385.5729,19225392652.234554,359108562651.4649,-3.8902594383183664,-2.2409415793324783
S2 XoL agregat 20->500 thn,wang,0.2,282789326256.71246,244709587525.7672,3227559344.798145,5092848977.092688,1865289632.2945428,1.5779257429614204,0.0,0.05,0.0,26336248384.871265,390441417482.97736,16547864883.840574,355958529982.7661,-5.267455589810588,-3.0984656255781062
S2 XoL agregat 20->inf thn,wang,0.2,282694697848.8162,242911647775.7389,3322187752.694375,5277440431.624725,1955252678.9303503,1.5885437020663846,0.0,0.05,0.0,26246417456.504242,390329128822.5186,16529951545.474682,355937455467.0415,-5.294700113668327,-3.1042026784589893
S3 XoL 2->20 + pemerintah >20 thn,wang,0.2,226303197278.42896,49047608088.23767,56391500570.38722,70811293630.10898,14419793059.721756,1.2557086247726843,3322187752.694375,0.49993,0.05,19324553868.545525,381676799337.5702,17362649545.016014,356917100172.3843,-7.3940091277285624,-2.837516907242643
S3 XoL 2->50 + pemerintah >50 thn,wang,0.2,226303197278.42896,49047608088.23767,58532456020.95479,74087518915.83936,15555062894.884567,1.2657510713255533,1181232302.126802,0.49993,0.02,20459823703.708336,383095886631.5236,18497919380.178825,358252711743.16406,-7.04969691064099,-2.4739273325158906
S3 XoL 2->100 + pemerintah >100 thn,wang,0.2,226303197278.42896,49047608088.23767,59181506257.51443,75144772873.02989,15963266615.515465,1.2697340372861592,532182065.5671582,0.49993,0.01,20868027424.339233,383606141282.3123,18906123100.809723,358732951414.4945,-6.925894160210566,-2.343193111814279
S3 XoL 3->20 + pemerintah >20 thn,wang,0.2,252109958504.22757,85514437520.21677,30584739344.58862,40115793061.27884,9531053716.69022,1.3116277568792345,3322187752.694375,0.33308,0.05,18082497468.7119,380124228837.77814,14661919967.903225,353739771258.1339,-7.770708287284078,-3.7024717294180887
S3 XoL 3->50 + pemerintah >50 thn,wang,0.2,252109958504.22757,85514437520.21677,32725694795.1562,43392018347.00922,10666323551.853016,1.3259311565000527,1181232302.126802,0.33308,0.02,19217767303.874695,381543316131.7316,15797189803.066021,355075382828.91376,-7.426396070196484,-3.338882154691314
S3 XoL 3->100 + pemerintah >100 thn,wang,0.2,252109958504.22757,85514437520.21677,33374745031.71584,44449272304.19975,11074527272.483913,1.3318235768381106,532182065.5671582,0.33308,0.01,19625971024.505592,382053570782.52026,16205393523.696918,355555622500.24414,-7.302593319766082,-3.2081479339897245
S3 XoL 5->20 + pemerintah >20 thn,wang,0.2,268389846025.2744,130878673259.16998,14304851823.541836,19599806092.384808,5294954268.842972,1.370150934393388,3322187752.694375,0.2,0.05,18382821594.75997,380499633995.3382,13147674664.39317,351958306195.18097,-7.679623980732697,-4.187434677329249
S3 XoL 5->50 + pemerintah >50 thn,wang,0.2,268389846025.2744,130878673259.16998,16445807274.10941,22876031378.115196,6430224104.005787,1.390994737858133,1181232302.126802,0.2,0.02,19518091429.922787,381918721289.29175,14282944499.555984,353293917765.9607,-7.335311763645103,-3.823845102602519
S3 XoL 5->100 + pemerintah >100 thn,wang,0.2,268389846025.2744,130878673259.16998,17094857510.669052,23933285335.30572,6838427824.636669,1.4000283605972583,532182065.5671582,0.2,0.01,19926295150.55367,382428975940.0803,14691148220.186867,353774157437.2912,-7.211509013214701,-3.693110881900885
S3 XoL 10->20 + pemerintah >20 thn,wang,0.2,278509141630.5598,189967168720.5514,4185556218.2564,6004638581.200156,1819082362.943756,1.4346094683926003,3322187752.694375,0.09999,0.05,20815799234.998898,383540856045.6369,13217112486.17684,352039997750.2205,-6.941734274260336,-4.1651960277057976
S3 XoL 10->50 + pemerintah >50 thn,wang,0.2,278509141630.5598,189967168720.5514,6326511668.823973,9280863866.930542,2954352198.1065693,1.4669796489375242,1181232302.126802,0.09999,0.02,21951069070.161713,384959943339.59045,14352382321.339653,353375609321.00037,-6.5974220571727304,-3.801606452979034
S3 XoL 10->100 + pemerintah >100 thn,wang,0.2,278509141630.5598,189967168720.5514,6975561905.383617,10338117824.121069,3362555918.7374516,1.482048036322678,532182065.5671582,0.09999,0.01,22359272790.792595,385470197990.379,14760586041.970535,353855848992.33075,-6.473619306742339,-3.6708722322774334
S1 quota share 50%,wang,0.3,143008442800.7553,218520789613.86475,143008442800.7553,163579298826.73077,20570856025.975464,1.1438436474316103,0.0,0.99994,0.0,42422934987.36194,410549775736.0907,33682103402.80735,376116457652.13885,-0.38857784802461826,2.3890672088377585
S2 XoL agregat 1.5->50 thn,wang,0.3,192736400721.01556,156018034006.00232,93280484880.49504,123984629941.3505,30704145060.855453,1.3291593638282608,0.0,0.66649,0.0,46305948461.45569,415403542578.7079,40065227101.21559,383626014944.3838,0.7890884096668715,4.433371707247713
S2 XoL agregat 1.5->100 thn,wang,0.3,192087350484.45593,111937615192.82874,93929535117.05469,125316281572.79214,31386746455.737457,1.3341520472407682,0.0,0.66649,0.0,42580507975.02033,410746741970.66364,38103003367.30718,381317516433.9033,-0.3407880600347135,3.804936007792903
S2 XoL agregat 1.5->200 thn,wang,0.3,191798295974.62787,72609635824.31122,94218589626.8827,125952172247.72752,31733582620.84482,1.3368080836967922,0.0,0.66649,0.0,38994546203.27594,406264289755.98315,36090160770.30349,378949466319.7813,-1.4283624936878403,3.1602887519874168
S2 XoL agregat 1.5->500 thn,wang,0.3,191649796826.78497,28338330841.93637,94367088774.72562,126303450436.67966,31936361661.95404,1.3384269036654606,0.0,0.66649,0.0,34770194746.147675,400983850434.5729,33636661512.470222,376062996604.68335,-2.7095520143734064,2.374513666524969
S2 XoL agregat 1.5->inf thn,wang,0.3,191555168418.88873,24227252232.222412,94461717182.62184,126557933520.83214,32096216338.210297,1.3397801489905061,0.0,0.66649,0.0,34518941561.43254,400669783953.67896,33549851472.143642,375960867145.4756,-2.785753758135212,2.346711266895607
S2 XoL agregat 2->50 thn,wang,0.3,227484429580.5558,180838389862.01764,58532456020.95479,82624736728.92958,24092280707.974792,1.411605497971069,0.0,0.49993,0.0,42176119694.17656,410241256619.60895,34942584099.69585,377599376119.06647,-0.4634336384064741,2.792757702796167
S2 XoL agregat 2->100 thn,wang,0.3,226835379343.99615,136757971048.84418,59181506257.51443,83956388360.37123,24774882102.856804,1.4186254063060633,0.0,0.49993,0.0,38450679207.74123,405584456011.56476,32980360365.787453,375290877608.586,-1.593310108108048,2.164322003341357
S2 XoL agregat 2->200 thn,wang,0.3,226546324834.16815,97429991680.32654,59470560767.34246,84592279035.30661,25121718267.96415,1.4224227574756523,0.0,0.49993,0.0,34864717435.9968,401102003796.8843,30967517768.78374,372922827494.464,-2.6808845417611638,1.5196747475358707
S2 XoL agregat 2->500 thn,wang,0.3,226397825686.32523,49142175953.32651,59619059915.18536,84943557224.25873,25324497309.073364,1.4247718321137608,0.0,0.49993,0.0,30238714904.406013,395319500632.39575,28273027866.272953,369752839373.86304,-4.083889482587799,0.6567182878331135
S2 XoL agregat 2->inf thn,wang,0.3,226303197278.42896,49047608088.23767,59713688323.0816,85198040308.41124,25484351985.329643,1.4267757142624697,0.0,0.49993,0.0,30389112794.15341,395507497994.5801,28427208470.6239,369934228320.15826,-4.038275806208547,0.7060972624440609
S2 XoL agregat 3->50 thn,wang,0.3,253291190806.3544,217305219293.99686,32725694795.1562,49466352077.5788,16740657282.422596,1.5115447475511021,0.0,0.33308,0.0,38471179211.82228,405610081016.6661,29778970440.06241,371524536519.4977,-1.5870927299686532,1.139022144597246
S2 XoL agregat 3->100 thn,wang,0.3,252642140569.7947,173224800480.82327,33374745031.71584,50798003709.02045,17423258677.304607,1.5220491920087293,0.0,0.33308,0.0,34745738725.38693,400953280408.62195,27816746706.154003,369216038009.0172,-2.716969199670205,0.5105864451424358
S2 XoL agregat 3->200 thn,wang,0.3,252353086059.9667,133896821112.30582,33663799541.543854,51433894383.955826,17770094842.411972,1.5278695537763713,0.0,0.33308,0.0,31159776953.642555,396470828193.94147,25803904109.150322,366847987894.89526,-3.804543633323332,-0.1340608106630392
S2 XoL agregat 3->500 thn,wang,0.3,252204586912.1238,85703688658.41837,33812298689.386765,51785172572.90794,17972873883.52118,1.531548418184376,0.0,0.33308,0.0,26543242749.363014,390700160438.59204,23115095203.026283,363684683299.4552,-5.204676956612275,-0.9951978341433909
S2 XoL agregat 3->inf thn,wang,0.3,252109958504.22757,85514437520.21677,33906927097.283,52039655657.06044,18132728559.77744,1.5347794716918017,0.0,0.33308,0.0,26684172311.799118,390876322391.63715,23263594810.990444,363859388720.5895,-5.161934897770736,-0.9476382957548601
S2 XoL agregat 4->50 thn,wang,0.3,263960480042.56735,243315564135.56168,22056405558.943226,34768986113.6835,12712580554.740276,1.576366830069721,0.0,0.24997,0.0,37044136968.29645,403826278212.2588,27311514402.873978,368621647063.9819,-2.0198956315586214,0.34877716192347474
S2 XoL agregat 4->100 thn,wang,0.3,263311429806.00772,199235145322.38815,22705455795.50287,36100637745.12515,13395181949.622284,1.5899543294909493,0.0,0.24997,0.0,33318696481.8611,399169477604.2146,25349290668.965572,366313148553.5014,-3.1497721012601954,-0.2796585375313354
S2 XoL agregat 4->200 thn,wang,0.3,263022375296.17972,159907165953.8705,22994510305.33089,36736528420.06055,13742018114.729656,1.597621690232029,0.0,0.24997,0.0,29732734710.116707,394687025389.5341,23336448071.961887,363945098439.37946,-4.237346534913311,-0.9243057933368104
S2 XoL agregat 4->500 thn,wang,0.3,262873876148.3368,111808652445.53076,23143009453.1738,37087806609.01266,13944797155.838856,1.602548997962168,0.0,0.24997,0.0,25125662400.391933,388928185002.3781,20653316302.5707,360788472828.33093,-5.6346101916339375,-1.7836246167149405
S2 XoL agregat 4->inf thn,wang,0.3,262779247740.44055,111524782361.78174,23237637861.07003,37342289693.16515,14104651832.095123,1.6069744229780178,0.0,0.24997,0.0,25257130068.2733,389092519587.2299,20796138773.80203,360956499265.07367,-5.5947377993606935,-1.7378832784286313
S2 XoL agregat 5->50 thn,wang,0.3,269571078327.4012,262669455032.94992,16445807274.10941,26681247296.44536,10235440022.335949,1.6223738276715411,0.0,0.2,0.0,36502385525.63094,403149088908.9269,25995607324.312943,367073521089.20416,-2.184201626976723,-0.07266457840543472
S2 XoL agregat 5->100 thn,wang,0.3,268922028090.84155,218589036219.77643,17094857510.669052,28012898927.88701,10918041417.217957,1.6386740228986354,0.0,0.2,0.0,32776945039.195602,398492288300.88275,24033383590.40454,364765022578.72375,-3.3140780966782857,-0.7011002778602227
S2 XoL agregat 5->200 thn,wang,0.3,268632973581.01352,179261056851.25888,17383912020.49707,28648789602.822395,11264877582.325325,1.648005901608516,0.0,0.2,0.0,29190983267.451214,394009836086.2023,22020540993.400856,362396972464.60175,-4.401652530331401,-1.3457475336657199
S2 XoL agregat 5->500 thn,wang,0.3,268484474433.17065,131257139581.28192,17532411168.33998,29000067791.774513,11467656623.434532,1.6540832583337322,0.0,0.2,0.0,24593370581.562725,388262820228.8417,19343084998.311447,359247024235.08484,-5.796047209162348,-2.2032485932834245
S2 XoL agregat 5->inf thn,wang,0.3,268389846025.2744,130878673259.16998,17627039576.23621,29254550875.927006,11627511299.690796,1.6596406191409678,0.0,0.2,0.0,24715378625.607796,388415330283.898,19480231695.240993,359408373290.296,-5.759043794778796,-2.1593250187575186
S2 XoL agregat 7->50 thn,wang,0.3,275602715102.8175,291964849364.2003,10414170498.693106,17593929587.90954,7179759089.216433,1.6894220802432065,0.0,0.14283,0.0,36376244025.63647,402991412033.93384,24697650051.06845,365546512532.446,-2.2224586634843613,-0.4883575866890144
S2 XoL agregat 7->100 thn,wang,0.3,274953664866.2578,247884430551.02692,11063220735.25275,18925581219.35119,7862360484.098438,1.710675550298402,0.0,0.14283,0.0,32650803539.20113,398334611425.88965,22735426317.160053,363238014021.9655,-3.352335133185924,-1.1167932861438246
S2 XoL agregat 7->200 thn,wang,0.3,274664610356.42984,208556451182.5093,11352275245.080765,19561471894.286575,8209196649.205811,1.7231322771849695,0.0,0.14283,0.0,29064841767.45674,393852159211.20917,20722583720.15637,360869963907.8435,-4.4399095668390505,-1.7614405419493218
S2 XoL agregat 7->500 thn,wang,0.3,274516111208.5869,160741778427.26593,11500774392.923676,19912750083.238693,8411975690.315018,1.7314268937829813,0.0,0.14283,0.0,24486153533.04161,388128798918.1903,18056482395.950974,357733374114.6607,-5.8285647116472,-2.615305074082541
S2 XoL agregat 7->inf thn,wang,0.3,274421482800.69067,160174067590.4206,11595402800.819904,20167233167.391182,8571830366.571278,1.739243863608185,0.0,0.14283,0.0,24589237125.61334,388257653408.9049,18182274421.996513,357881364733.53784,-5.797300831286445,-2.5750180270411094
S2 XoL agregat 10->50 thn,wang,0.3,279690373932.6866,321757950494.33124,6326511668.823973,11105250823.12895,4778739154.304977,1.75535135386754,0.0,0.09999,0.0,36954534203.7381,403714274756.56085,24084216183.96485,364824825629.9711,-2.0470709563727763,-0.6848202706739248
S2 XoL agregat 10->100 thn,wang,0.3,279041323696.127,277677531681.1578,6975561905.383617,12436902454.570602,5461340549.186985,1.782924820002245,0.0,0.09999,0.0,33229093717.302765,399057474148.51666,22121992450.05645,362516327119.49066,-3.17694742607435,-1.313255970128735
S2 XoL agregat 10->200 thn,wang,0.3,278752269186.29895,238349552312.6402,7264616415.211635,13072793129.50599,5808176714.294354,1.7995159527118885,0.0,0.09999,0.0,29643131945.558376,394575021933.8362,20109149853.052765,360148277005.36865,-4.264521859727466,-1.9579032259342322
S2 XoL agregat 10->500 thn,wang,0.3,278603770038.45605,190818729772.67145,7413115563.054545,13424071318.458107,6010955755.403562,1.8108541819260093,0.0,0.09999,0.0,25092828732.670708,388887142917.7266,17460079541.763847,357031723697.97,-5.644568205647915,-2.8063132849970973
S2 XoL agregat 10->inf thn,wang,0.3,278509141630.5598,189967168720.5514,7507743970.950775,13678554402.6106,6170810431.659824,1.8219260613489405,0.0,0.09999,0.0,25167527303.714966,388980516131.532,17568840554.892906,357159677831.0629,-5.621913124174849,-2.771480711026031
S2 XoL agregat 15->50 thn,wang,0.3,282598490456.38574,354038698281.7433,3418395145.1248426,6239726921.352866,2821331776.2280235,1.8253381064654497,0.0,0.06666,0.0,38225201604.40236,405302609007.3912,24063653673.13262,364800634440.7568,-1.6616944614173845,-0.6914057663307549
S2 XoL agregat 15->100 thn,wang,0.3,281949440219.82605,309958279468.5697,4067445381.6844864,7571378552.7945175,3503933171.110031,1.8614579526717374,0.0,0.06666,0.0,34499761117.967,400645808399.347,22101429939.224213,362492135930.2763,-2.7915709311189474,-1.319841465785565
S2 XoL agregat 15->200 thn,wang,0.3,281660385709.9981,270630300100.0522,4356499891.512504,8207269227.729904,3850769336.2174006,1.883913561829673,0.0,0.06666,0.0,30913799346.22262,396163356184.6665,20088587342.22053,360124085816.1543,-3.879145364772074,-1.9644887215910622
S2 XoL agregat 15->500 thn,wang,0.3,281511886562.1552,223572004860.13055,4504999039.355414,8558547416.682023,4053548377.3266087,1.8997889548732512,0.0,0.06666,0.0,26410748863.33967,390534543081.0628,17467868668.93444,357040887376.9942,-5.2448605871768255,-2.803818683847903
S2 XoL agregat 15->inf thn,wang,0.3,281417258154.259,222247916507.96338,4599627447.251644,8813030500.834515,4213403053.5828705,1.916031374693281,0.0,0.06666,0.0,26438194704.37921,390568850382.36224,17548278044.060673,357135486641.8486,-5.236536629219457,-2.778066206682861
S2 XoL agregat 20->50 thn,wang,0.3,283875930150.94305,374702429549.519,2140955450.567573,4001349181.1467533,1860393730.5791802,1.8689549005262978,0.0,0.05,0.0,39330636685.531075,406684402858.80206,24342539503.55032,365128735417.71875,-1.3264307277736087,-0.6020878109529226
S2 XoL agregat 20->100 thn,wang,0.3,283226879914.3834,330622010736.34534,2790005687.127217,5333000812.588406,2542995125.461189,1.9114659289743716,0.0,0.05,0.0,35605196199.095726,402027602250.7579,22380315769.64191,362820236907.2383,-2.4563071974751827,-1.2305235104077217
S2 XoL agregat 20->200 thn,wang,0.3,282937825404.55536,291294031367.82794,3079060196.955235,5968891487.523791,2889831290.5685563,1.938543291042572,0.0,0.05,0.0,32019234427.351353,397545150036.07745,20367473172.638233,360452186793.11633,-3.5438816311282872,-1.8751707662132078
S2 XoL agregat 20->500 thn,wang,0.3,282789326256.71246,244709587525.7672,3227559344.798145,6320169676.47591,3092610331.6777654,1.958188526157427,0.0,0.05,0.0,27563569084.254486,391975568357.2064,17775185583.223797,357402436687.92285,-4.89522557189459,-2.705395187766213
S2 XoL agregat 20->inf thn,wang,0.3,282694697848.8162,242911647775.7389,3322187752.694375,6574652760.628403,3252465007.9340277,1.9790130028913024,0.0,0.05,0.0,27543629785.50792,391950644233.7732,17827163874.47836,357463587618.81055,-4.901272895575682,-2.6887482513050287
S3 XoL 2->20 + pemerintah >20 thn,wang,0.3,226303197278.42896,49047608088.23767,56391500570.38722,78623387547.78282,22231886977.3956,1.3942418051040513,3322187752.694375,0.49993,0.05,27136647786.219368,391441916734.6625,25174743462.689857,366107798899.05945,-5.024705114198569,-0.3355602646219702
S3 XoL 2->50 + pemerintah >50 thn,wang,0.3,226303197278.42896,49047608088.23767,58532456020.95479,82624736728.92958,24092280707.974792,1.411605497971069,1181232302.126802,0.49993,0.02,28997041516.79856,393767408897.8865,27035137193.26905,368296497405.62317,-4.460472479637534,0.26026263525149584
S3 XoL 2->100 + pemerintah >100 thn,wang,0.3,226303197278.42896,49047608088.23767,59181506257.51443,83956388360.37123,24774882102.856804,1.4186254063060633,532182065.5671582,0.49993,0.01,29679642911.680573,394620660641.48895,27717738588.151062,369099557870.19025,-4.2534485700969515,0.4788774025833886
S3 XoL 3->20 + pemerintah >20 thn,wang,0.3,252109958504.22757,85514437520.21677,30584739344.58862,45465002896.43204,14880263551.843418,1.4865257599285768,3322187752.694375,0.33308,0.05,23431707303.865097,386810741131.71967,20011129803.056423,360032959299.4906,-6.148364205760737,-1.9892958228209023
S3 XoL 3->50 + pemerintah >50 thn,wang,0.3,252109958504.22757,85514437520.21677,32725694795.1562,49466352077.5788,16740657282.422596,1.5115447475511021,1181232302.126802,0.33308,0.02,25292101034.444275,389136233294.9436,21871523533.6356,362221657806.0544,-5.584131571199713,-1.393472922947414
S3 XoL 3->100 + pemerintah >100 thn,wang,0.3,252109958504.22757,85514437520.21677,33374745031.71584,50798003709.02045,17423258677.304607,1.5220491920087293,532182065.5671582,0.33308,0.01,25974702429.326286,389989485038.54614,22554124928.517612,363024718270.6215,-5.3771076616591085,-1.1748581556154991
S3 XoL 5->20 + pemerintah >20 thn,wang,0.3,268389846025.2744,130878673259.16998,14304851823.541836,22679898115.298607,8375046291.756771,1.5854689300572662,3322187752.694375,0.2,0.05,21462913617.67377,384349749023.98047,16227766687.306969,355581943869.19714,-6.745473102768806,-3.200982545823572
S3 XoL 5->50 + pemerintah >50 thn,wang,0.3,268389846025.2744,130878673259.16998,16445807274.10941,26681247296.44536,10235440022.335949,1.6223738276715411,1181232302.126802,0.2,0.02,23323307348.25295,386675241187.2044,18088160417.886147,357770642375.7609,-6.181240468207783,-2.6051596459500725
S3 XoL 5->100 + pemerintah >100 thn,wang,0.3,268389846025.2744,130878673259.16998,17094857510.669052,28012898927.88701,10918041417.217957,1.6386740228986354,532182065.5671582,0.2,0.01,24005908743.134956,387528492930.80695,18770761812.768154,358573702840.32794,-5.974216558667189,-2.386544878618202
S3 XoL 10->20 + pemerintah >20 thn,wang,0.3,278509141630.5598,189967168720.5514,4185556218.2564,7103901641.982197,2918345423.7257967,1.6972419605778244,3322187752.694375,0.09999,0.05,21915062295.780937,384914934871.61444,14316375546.958881,353333248409.9641,-6.60834243216486,-3.813138238092062
S3 XoL 10->50 + pemerintah >50 thn,wang,0.3,278509141630.5598,189967168720.5514,6326511668.823973,11105250823.12895,4778739154.304977,1.75535135386754,1181232302.126802,0.09999,0.02,23775456026.36012,387240427034.8384,16176769277.538061,355521946916.5279,-6.044109797603836,-3.2173153382185737
S3 XoL 10->100 + pemerintah >100 thn,wang,0.3,278509141630.5598,189967168720.5514,6975561905.383617,12436902454.570602,5461340549.186985,1.782924820002245,532182065.5671582,0.09999,0.01,24458057421.242126,388093678778.4409,16859370672.420069,356325007381.0949,-5.837085888063243,-2.998700570886692
S1 quota share 50%,wang,0.45,143008442800.7553,218520789613.86475,143008442800.7553,174187648320.8238,31179205520.06848,1.2180235300059068,0.0,0.99994,0.0,53031284481.454956,423810212603.707,44290452896.90037,388596868821.66003,2.8287932304797314,5.786572508145582
S2 XoL agregat 1.5->50 thn,wang,0.45,192736400721.01556,156018034006.00232,93280484880.49504,140629970459.99493,47349485579.49989,1.50760333889946,0.0,0.66649,0.0,62951288980.10013,436210218227.01337,56710567619.86003,403208768495.7302,5.837398441907338,9.764326598238803
S2 XoL agregat 1.5->100 thn,wang,0.45,192087350484.45593,111937615192.82874,93929535117.05469,142481830654.46457,48552295537.40988,1.5169012651548224,0.0,0.66649,0.0,59746057056.69276,432203678322.7542,55268552448.97961,401512280059.40027,4.865294299221268,9.302496585240405
S2 XoL agregat 1.5->200 thn,wang,0.45,191798295974.62787,72609635824.31122,94218589626.8827,143397029089.69617,49178439462.81346,1.5219611082862328,0.0,0.66649,0.0,56439403045.24458,428070360808.444,53535017612.27213,399472827310.3327,3.862430188364274,8.747302415070223
S2 XoL agregat 1.5->500 thn,wang,0.45,191649796826.78497,28338330841.93637,94367088774.72562,143921096707.04736,49554007932.32175,1.5251196002307303,0.0,0.66649,0.0,52387841016.51538,423005908272.5325,51254307782.83793,396789639275.7042,2.633645399433804,8.016866098280229
S2 XoL agregat 1.5->inf thn,wang,0.45,191555168418.88873,24227252232.222412,94461717182.62184,144326447457.51205,49864730274.89021,1.5278829536677516,0.0,0.66649,0.0,52287455498.11246,422880426374.5288,51318365408.823555,396865001188.6284,2.6031998090250363,8.037381648212683
S2 XoL agregat 2->50 thn,wang,0.45,227484429580.5558,180838389862.01764,58532456020.95479,96286348700.43112,37753892679.47633,1.6450078340461287,0.0,0.49993,0.0,55837731665.6781,427318271583.9859,48604196071.19739,393671860791.4212,3.6799512743297402,7.168122512949626
S2 XoL agregat 2->100 thn,wang,0.45,226835379343.99615,136757971048.84418,59181506257.51443,98138208894.90074,38956702637.386314,1.6582580454758176,0.0,0.49993,0.0,52632499742.27074,423311731679.7267,47162180900.31696,391975372355.09125,2.707847131643648,6.706292499951205
