struktur,harga,lam,zona,tier,premi_murni,bruto_A ketat,bruto_B ramah
S2 XoL agregat 7->100 thn,wang,0.3,573-F,1,4321598.76,5384985.033900581,5104187.9534246195
S2 XoL agregat 7->200 thn,wang,0.3,573-A,1,4144192.22,5756606.716318999,5259364.551062749
S2 XoL agregat 7->200 thn,wang,0.3,573-A,2,10829805.45,15065773.272630371,13756921.906206418
S2 XoL agregat 7->200 thn,wang,0.3,573-F,1,4321598.76,5355214.5269011725,5088474.837561191
S2 XoL agregat 7->500 thn,wang,0.3,573-A,1,4144192.22,5660354.016476014,5206460.247025909
S2 XoL agregat 7->500 thn,wang,0.3,573-A,2,10829805.45,14789279.334752072,13604620.723399209
S2 XoL agregat 7->500 thn,wang,0.3,573-F,1,4321598.76,5447504.734176242,5141210.870752596
S2 XoL agregat 7->inf thn,wang,0.3,573-A,1,4144192.22,5662310.318010608,5208707.408422462
S2 XoL agregat 7->inf thn,wang,0.3,573-A,2,10829805.45,14794501.133247219,13610616.540504184
S2 XoL agregat 7->inf thn,wang,0.3,573-F,1,4321598.76,5448314.165681329,5142139.1620077165
S2 XoL agregat 10->50 thn,wang,0.3,573-A,1,4144192.22,5906981.785387454,5319905.619182101
S2 XoL agregat 10->50 thn,wang,0.3,573-A,2,10829805.45,15463308.24585285,13917580.857059713
S2 XoL agregat 10->50 thn,wang,0.3,573-F,1,4321598.76,5413748.369408458,5108570.753573626
S2 XoL agregat 10->100 thn,wang,0.3,573-A,1,4144192.22,5836183.126761264,5284797.408036575
S2 XoL agregat 10->100 thn,wang,0.3,573-A,2,10829805.45,15276673.999429356,13825002.871576674
S2 XoL agregat 10->100 thn,wang,0.3,573-F,1,4321598.76,5383175.394528713,5093576.0070955735
S2 XoL agregat 10->200 thn,wang,0.3,573-A,1,4144192.22,5768059.196383455,5248806.847109997
S2 XoL agregat 10->200 thn,wang,0.3,573-A,2,10829805.45,15097153.745020187,13730159.153444197
S2 XoL agregat 10->200 thn,wang,0.3,573-F,1,4321598.76,5353404.887529304,5077862.891232145
S2 XoL agregat 10->500 thn,wang,0.3,573-A,1,4144192.22,5673840.3093329845,5197051.049120694
S2 XoL agregat 10->500 thn,wang,0.3,573-A,2,10829805.45,14825895.05262624,13580814.344557563
S2 XoL agregat 10->500 thn,wang,0.3,573-F,1,4321598.76,5428900.599950806,5121114.974388596
S2 XoL agregat 10->inf thn,wang,0.3,573-A,1,4144192.22,5675257.486438505,5198993.7637808295
S2 XoL agregat 10->inf thn,wang,0.3,573-A,2,10829805.45,14829680.930969073,13585999.289105935
S2 XoL agregat 10->inf thn,wang,0.3,573-F,1,4321598.76,5429488.938066824,5121918.412906358
S2 XoL agregat 15->50 thn,wang,0.3,573-A,1,4144192.22,5931416.711042237,5319800.767324359
S2 XoL agregat 15->50 thn,wang,0.3,573-A,2,10829805.45,15528577.775955727,13918085.060006367
S2 XoL agregat 15->50 thn,wang,0.3,573-F,1,4321598.76,5419985.967552724,5104577.177424294
S2 XoL agregat 15->100 thn,wang,0.3,573-A,1,4144192.22,5860618.052416049,5284692.5561788315
S2 XoL agregat 15->100 thn,wang,0.3,573-A,2,10829805.45,15341943.529532235,13825507.07452333
S2 XoL agregat 15->100 thn,wang,0.3,573-F,1,4321598.76,5389412.992672979,5089582.430946241
S2 XoL agregat 15->200 thn,wang,0.3,573-A,1,4144192.22,5792494.122038239,5248701.9952522535
S2 XoL agregat 15->200 thn,wang,0.3,573-A,2,10829805.45,15162423.275123065,13730663.35639085
S2 XoL agregat 15->200 thn,wang,0.3,573-F,1,4321598.76,5359642.48567357,5073869.315082813
S2 XoL agregat 15->500 thn,wang,0.3,573-A,1,4144192.22,5700284.259916637,5198080.7054580785
S2 XoL agregat 15->500 thn,wang,0.3,573-A,2,10829805.45,14897527.412447501,13584911.674874596
S2 XoL agregat 15->500 thn,wang,0.3,573-F,1,4321598.76,5421653.946680644,5109506.762146409
S2 XoL agregat 15->inf thn,wang,0.3,573-A,1,4144192.22,5700803.95307763,5199516.605655421
S2 XoL agregat 15->inf thn,wang,0.3,573-A,2,10829805.45,14898922.905170929,13588746.754602602
S2 XoL agregat 15->inf thn,wang,0.3,573-F,1,4321598.76,5421874.2291934835,5110102.357500023
S2 XoL agregat 20->50 thn,wang,0.3,573-A,1,4144192.22,5952533.31843564,5324891.420962027
S2 XoL agregat 20->50 thn,wang,0.3,573-A,2,10829805.45,15584602.592516089,13931838.051862804
S2 XoL agregat 20->50 thn,wang,0.3,573-F,1,4321598.76,5427433.568801518,5105206.614361517
S2 XoL agregat 20->100 thn,wang,0.3,573-A,1,4144192.22,5881734.659809452,5289783.2098165015
S2 XoL agregat 20->100 thn,wang,0.3,573-A,2,10829805.45,15397968.346092599,13839260.066379767
S2 XoL agregat 20->100 thn,wang,0.3,573-F,1,4321598.76,5396860.593921771,5090211.867883464
S2 XoL agregat 20->200 thn,wang,0.3,573-A,1,4144192.22,5813610.729431641,5253792.648889923
S2 XoL agregat 20->200 thn,wang,0.3,573-A,2,10829805.45,15218448.091683429,13744416.34824729
S2 XoL agregat 20->200 thn,wang,0.3,573-F,1,4321598.76,5367090.086922362,5074498.752020036
S2 XoL agregat 20->500 thn,wang,0.3,573-A,1,4144192.22,5723244.025080155,5204212.201130636
S2 XoL agregat 20->500 thn,wang,0.3,573-A,2,10829805.45,14958469.694159064,13601441.588228183
S2 XoL agregat 20->500 thn,wang,0.3,573-F,1,4321598.76,5418605.182214688,5104208.839621185
S2 XoL agregat 20->inf thn,wang,0.3,573-A,1,4144192.22,5722863.719401653,5205139.866689203
S2 XoL agregat 20->inf thn,wang,0.3,573-A,2,10829805.45,14957468.103016505,13603923.020596573
S2 XoL agregat 20->inf thn,wang,0.3,573-F,1,4321598.76,5418456.377773101,5104596.009400537
S3 XoL 2->20 + pemerintah >20 thn,wang,0.3,573-A,1,4144192.22,5700200.853366929,5326275.363050462
S3 XoL 2->20 + pemerintah >20 thn,wang,0.3,573-A,2,10829805.45,14887964.771185659,13913810.579273192
S3 XoL 2->20 + pemerintah >20 thn,wang,0.3,573-F,1,4321598.76,5596732.454717075,5289308.079697511
S3 XoL 2->50 + pemerintah >50 thn,wang,0.3,573-A,1,4144192.22,5735408.635264227,5359410.142202601
S3 XoL 2->50 + pemerintah >50 thn,wang,0.3,573-A,2,10829805.45,14980272.037854971,14000679.294187227
S3 XoL 2->50 + pemerintah >50 thn,wang,0.3,573-F,1,4321598.76,5614219.174646533,5305792.3511665715
S3 XoL 2->100 + pemerintah >100 thn,wang,0.3,573-A,1,4144192.22,5748350.872928519,5371590.907785816
S3 XoL 2->100 + pemerintah >100 thn,wang,0.3,573-A,2,10829805.45,15014315.285088401,14032719.187475158
S3 XoL 2->100 + pemerintah >100 thn,wang,0.3,573-F,1,4321598.76,5620242.791786988,5311463.915476395
S3 XoL 3->20 + pemerintah >20 thn,wang,0.3,573-A,1,4144192.22,5634443.020125275,5237335.0474402
S3 XoL 3->20 + pemerintah >20 thn,wang,0.3,573-A,2,10829805.45,14717337.0574947,13682355.466209615
S3 XoL 3->20 + pemerintah >20 thn,wang,0.3,573-F,1,4321598.76,5510079.606263942,5207049.898039994
S3 XoL 3->50 + pemerintah >50 thn,wang,0.3,573-A,1,4144192.22,5669645.6044021975,5270466.891465541
S3 XoL 3->50 + pemerintah >50 thn,wang,0.3,573-A,2,10829805.45,14809621.181481138,13769211.1123145
S3 XoL 3->50 + pemerintah >50 thn,wang,0.3,573-F,1,4321598.76,5527635.872459446,5223573.442694584
S3 XoL 3->100 + pemerintah >100 thn,wang,0.3,573-A,1,4144192.22,5682587.406486176,5282647.41107399
S3 XoL 3->100 + pemerintah >100 thn,wang,0.3,573-A,2,10829805.45,14843662.277177062,13801249.790616544
S3 XoL 3->100 + pemerintah >100 thn,wang,0.3,573-F,1,4321598.76,5533665.539446735,5229248.423388504
S3 XoL 5->20 + pemerintah >20 thn,wang,0.3,573-A,1,4144192.22,5601049.251022898,5172544.8272010675
S3 XoL 5->20 + pemerintah >20 thn,wang,0.3,573-A,2,10829805.45,14631025.3859089,13513791.71803283
S3 XoL 5->20 + pemerintah >20 thn,wang,0.3,573-F,1,4321598.76,5445951.3525533825,5142428.724779814
S3 XoL 5->50 + pemerintah >50 thn,wang,0.3,573-A,1,4144192.22,5636343.871294251,5205728.64449385
S3 XoL 5->50 + pemerintah >50 thn,wang,0.3,573-A,2,10829805.45,14723690.288125306,13600862.391844047
S3 XoL 5->50 + pemerintah >50 thn,wang,0.3,573-F,1,4321598.76,5462306.458312665,5158273.967070421
S3 XoL 5->100 + pemerintah >100 thn,wang,0.3,573-A,1,4144192.22,5649308.351658539,5217921.970660592
S3 XoL 5->100 + pemerintah >100 thn,wang,0.3,573-A,2,10829805.45,14757832.066082634,13632957.926011357
S3 XoL 5->100 + pemerintah >100 thn,wang,0.3,573-F,1,4321598.76,5468032.987904722,5163777.764294092
S3 XoL 10->20 + pemerintah >20 thn,wang,0.3,573-A,1,4144192.22,5619297.613579801,5144195.93749235
S3 XoL 10->20 + pemerintah >20 thn,wang,0.3,573-A,2,10829805.45,14695631.513006808,13449327.031834112
S3 XoL 10->20 + pemerintah >20 thn,wang,0.3,573-F,1,4321598.76,5321549.24571709,5049895.948215487
S3 XoL 10->50 + pemerintah >50 thn,wang,0.3,573-A,1,4144192.22,5648643.782276255,5174020.629189895
S3 XoL 10->50 + pemerintah >50 thn,wang,0.3,573-A,2,10829805.45,14758993.779293878,13519850.334767587
S3 XoL 10->50 + pemerintah >50 thn,wang,0.3,573-F,1,4321598.76,5420440.222979554,5112349.682649069
S3 XoL 10->100 + pemerintah >100 thn,wang,0.3,573-A,1,4144192.22,5661700.5086092,5186266.047197761
S3 XoL 10->100 + pemerintah >100 thn,wang,0.3,573-A,2,10829805.45,14793431.68822837,13552113.095839648
S3 XoL 10->100 + pemerintah >100 thn,wang,0.3,573-F,1,4321598.76,5425052.203365297,5117224.087379762
S1 quota share 50%,wang,0.45,573-A,1,4144192.22,6220563.556688198,5693606.787941834
S1 quota share 50%,wang,0.45,573-A,2,10829805.45,16260554.384572973,14877277.196068684
S1 quota share 50%,wang,0.45,573-F,1,4321598.76,5483875.792963221,5150109.799494796
S2 XoL agregat 1.5->50 thn,wang,0.45,573-A,1,4144192.22,6388283.885847872,5892905.882883358
S2 XoL agregat 1.5->50 thn,wang,0.45,573-A,2,10829805.45,16706853.225237606,15406128.020414313
S2 XoL agregat 1.5->50 thn,wang,0.45,573-F,1,4321598.76,5799772.556052224,5504783.860724008
S2 XoL agregat 1.5->100 thn,wang,0.45,573-A,1,4144192.22,6327349.575124858,5867081.763881995
S2 XoL agregat 1.5->100 thn,wang,0.45,573-A,2,10829805.45,16546177.001420755,15337981.115031647
S2 XoL agregat 1.5->100 thn,wang,0.45,573-F,1,4321598.76,5773766.1325423,5494087.044946962
S2 XoL agregat 1.5->200 thn,wang,0.45,573-A,1,4144192.22,6264529.427865461,5836082.998831571
S2 XoL agregat 1.5->200 thn,wang,0.45,573-A,2,10829805.45,16380638.042177906,15256296.262938056
S2 XoL agregat 1.5->200 thn,wang,0.45,573-F,1,4321598.76,5746336.280963096,5480576.898890785
S2 XoL agregat 1.5->500 thn,wang,0.45,573-A,1,4144192.22,6184219.272461181,5793417.189544884
S2 XoL agregat 1.5->500 thn,wang,0.45,573-A,2,10829805.45,16157699.873486778,15137509.09846665
S2 XoL agregat 1.5->500 thn,wang,0.45,573-F,1,4321598.76,5762872.395536758,5491060.528283695
S2 XoL agregat 1.5->inf thn,wang,0.45,573-A,1,4144192.22,6181956.8628856195,5794359.842832399
S2 XoL agregat 1.5->inf thn,wang,0.45,573-A,2,10829805.45,16149950.71490731,15139057.213859342
S2 XoL agregat 1.5->inf thn,wang,0.45,573-F,1,4321598.76,5767986.339142837,5494866.196968099
S2 XoL agregat 2->50 thn,wang,0.45,573-A,1,4144192.22,6256888.84506692,5750717.568731551
S2 XoL agregat 2->50 thn,wang,0.45,573-A,2,10829805.45,16367417.18325403,15037069.663984355
S2 XoL agregat 2->50 thn,wang,0.45,573-F,1,4321598.76,5690607.014683913,5403948.168574535
S2 XoL agregat 2->100 thn,wang,0.45,573-A,1,4144192.22,6195954.534343907,5724893.4497301895
S2 XoL agregat 2->100 thn,wang,0.45,573-A,2,10829805.45,16206740.959437177,14968922.758601688
S2 XoL agregat 2->100 thn,wang,0.45,573-F,1,4321598.76,5664600.59117399,5393251.352797491
S2 XoL agregat 2->200 thn,wang,0.45,573-A,1,4144192.22,6133134.387084509,5693894.684679764
S2 XoL agregat 2->200 thn,wang,0.45,573-A,2,10829805.45,16041202.000194333,14887237.9065081
S2 XoL agregat 2->200 thn,wang,0.45,573-F,1,4321598.76,5637170.739594785,5379741.206741313
S2 XoL agregat 2->500 thn,wang,0.45,573-A,1,4144192.22,6034608.886777146,5640942.562977218
S2 XoL agregat 2->500 thn,wang,0.45,573-A,2,10829805.45,15763159.655851046,14737333.08990371
S2 XoL agregat 2->500 thn,wang,0.45,573-F,1,4321598.76,5779326.370775138,5461162.916100353
S2 XoL agregat 2->inf thn,wang,0.45,573-A,1,4144192.22,6040323.559726163,5646389.921690378
S2 XoL agregat 2->inf thn,wang,0.45,573-A,2,10829805.45,15778397.715287743,14751862.222529061
S2 XoL agregat 2->inf thn,wang,0.45,573-F,1,4321598.76,5781739.300163077,5463443.306167454
S2 XoL agregat 3->50 thn,wang,0.45,573-A,1,4144192.22,6121120.406922051,5596427.408552733
S2 XoL agregat 3->50 thn,wang,0.45,573-A,2,10829805.45,16016630.998764988,14636477.738368668
S2 XoL agregat 3->50 thn,wang,0.45,573-F,1,4321598.76,5576866.953233301,5291018.090964658
S2 XoL agregat 3->100 thn,wang,0.45,573-A,1,4144192.22,6060186.096199036,5570603.28955137
S2 XoL agregat 3->100 thn,wang,0.45,573-A,2,10829805.45,15855954.774948137,14568330.832985999
S2 XoL agregat 3->100 thn,wang,0.45,573-F,1,4321598.76,5550860.529723378,5280321.2751876125
S2 XoL agregat 3->200 thn,wang,0.45,573-A,1,4144192.22,5997365.94893964,5539604.5245009465
S2 XoL agregat 3->200 thn,wang,0.45,573-A,2,10829805.45,15690415.815705288,14486645.98089241
S2 XoL agregat 3->200 thn,wang,0.45,573-F,1,4321598.76,5523430.678144174,5266811.129131435
S2 XoL agregat 3->500 thn,wang,0.45,573-A,1,4144192.22,5900455.552365722,5487564.461377287
S2 XoL agregat 3->500 thn,wang,0.45,573-A,2,10829805.45,15413951.816659972,14337632.465162167
S2 XoL agregat 3->500 thn,wang,0.45,573-F,1,4321598.76,5651984.146593952,5340551.617183798
S2 XoL agregat 3->inf thn,wang,0.45,573-A,1,4144192.22,5905993.639693293,5492912.101151276
S2 XoL agregat 3->inf thn,wang,0.45,573-A,2,10829805.45,15428730.366595548,14351902.110069236
S2 XoL agregat 3->inf thn,wang,0.45,573-F,1,4321598.76,5654274.629278488,5342762.860877214
S2 XoL agregat 4->50 thn,wang,0.45,573-A,1,4144192.22,6054933.162725079,5515396.293753883
S2 XoL agregat 4->50 thn,wang,0.45,573-A,2,10829805.45,15845832.62110245,14426120.354553822
S2 XoL agregat 4->50 thn,wang,0.45,573-F,1,4321598.76,5522243.929217129,5233265.730029319
S2 XoL agregat 4->100 thn,wang,0.45,573-A,1,4144192.22,5993998.852002064,5489572.1747525195
S2 XoL agregat 4->100 thn,wang,0.45,573-A,2,10829805.45,15685156.397285601,14357973.449171156
S2 XoL agregat 4->100 thn,wang,0.45,573-F,1,4321598.76,5496237.505707205,5222568.914252275
S2 XoL agregat 4->200 thn,wang,0.45,573-A,1,4144192.22,5931178.704742668,5458573.409702095
S2 XoL agregat 4->200 thn,wang,0.45,573-A,2,10829805.45,15519617.438042754,14276288.597077565
S2 XoL agregat 4->200 thn,wang,0.45,573-F,1,4321598.76,5468807.654128001,5209058.768196098
S2 XoL agregat 4->500 thn,wang,0.45,573-A,1,4144192.22,5835598.038408403,5407284.25306671
S2 XoL agregat 4->500 thn,wang,0.45,573-A,2,10829805.45,15245378.907128874,14128531.816292135
S2 XoL agregat 4->500 thn,wang,0.45,573-F,1,4321598.76,5585572.1357232435,5276141.9460247215
S2 XoL agregat 4->inf thn,wang,0.45,573-A,1,4144192.22,5840956.413400901,5412530.408227953
S2 XoL agregat 4->inf thn,wang,0.45,573-A,2,10829805.45,15259678.80584845,14142531.164041935
S2 XoL agregat 4->inf thn,wang,0.45,573-F,1,4321598.76,5587788.9188922765,5278311.571168206
S2 XoL agregat 5->50 thn,wang,0.45,573-A,1,4144192.22,6019293.656683788,5467952.468727869
S2 XoL agregat 5->50 thn,wang,0.45,573-A,2,10829805.45,15754062.732518991,14302999.811319431
S2 XoL agregat 5->50 thn,wang,0.45,573-F,1,4321598.76,5492669.411927802,5200181.459922192
S2 XoL agregat 5->100 thn,wang,0.45,573-A,1,4144192.22,5958359.345960773,5442128.349726507
S2 XoL agregat 5->100 thn,wang,0.45,573-A,2,10829805.45,15593386.508702142,14234852.905936763
S2 XoL agregat 5->100 thn,wang,0.45,573-F,1,4321598.76,5466662.988417878,5189484.644145147
S2 XoL agregat 5->200 thn,wang,0.45,573-A,1,4144192.22,5895539.198701377,5411129.584676082
S2 XoL agregat 5->200 thn,wang,0.45,573-A,2,10829805.45,15427847.549459295,14153168.053843176
S2 XoL agregat 5->200 thn,wang,0.45,573-F,1,4321598.76,5439233.136838675,5175974.49808897
S2 XoL agregat 5->500 thn,wang,0.45,573-A,1,4144192.22,5801033.537422354,5360447.489718953
S2 XoL agregat 5->500 thn,wang,0.45,573-A,2,10829805.45,15155486.379940923,14006471.43008109
S2 XoL agregat 5->500 thn,wang,0.45,573-F,1,4321598.76,5546795.1153761875,5237860.968308524
S2 XoL agregat 5->inf thn,wang,0.45,573-A,1,4144192.22,5806212.243208152,5365592.184622294
S2 XoL agregat 5->inf thn,wang,0.45,573-A,2,10829805.45,15169307.742313903,14020200.545541046
S2 XoL agregat 5->inf thn,wang,0.45,573-F,1,4321598.76,5548938.21671654,5239988.984889929
S2 XoL agregat 7->50 thn,wang,0.45,573-A,1,4144192.22,5984043.707360477,5413770.995640716
S2 XoL agregat 7->50 thn,wang,0.45,573-A,2,10829805.45,15663657.151306927,14162441.847792659
S2 XoL agregat 7->50 thn,wang,0.45,573-F,1,4321598.76,5462107.503962531,5162993.989485923
S2 XoL agregat 7->100 thn,wang,0.45,573-A,1,4144192.22,5923109.396637462,5387946.876639352
S2 XoL agregat 7->100 thn,wang,0.45,573-A,2,10829805.45,15502980.927490076,14094294.94240999
S2 XoL agregat 7->100 thn,wang,0.45,573-F,1,4321598.76,5436101.080452606,5152297.173708879
S2 XoL agregat 7->200 thn,wang,0.45,573-A,1,4144192.22,5860289.2493780665,5356948.111588929
S2 XoL agregat 7->200 thn,wang,0.45,573-A,2,10829805.45,15337441.968247231,14012610.0903164
S2 XoL agregat 7->200 thn,wang,0.45,573-F,1,4321598.76,5408671.228873402,5138787.027652701
S2 XoL agregat 7->500 thn,wang,0.45,573-A,1,4144192.22,5767318.734557113,5307132.922866943
S2 XoL agregat 7->500 thn,wang,0.45,573-A,2,10829805.45,15069635.987792652,13868485.80861387
S2 XoL agregat 7->500 thn,wang,0.45,573-F,1,4321598.76,5502359.627610824,5192839.005749851
S2 XoL agregat 7->inf thn,wang,0.45,573-A,1,4144192.22,5772138.00309231,5312074.641440534
S2 XoL agregat 7->inf thn,wang,0.45,573-A,2,10829805.45,15082500.014226468,13881674.310837595
S2 XoL agregat 7->inf thn,wang,0.45,573-F,1,4321598.76,5504355.32476096,5194883.782317957
S2 XoL agregat 10->50 thn,wang,0.45,573-A,1,4144192.22,5967752.991050432,5377102.048041374
S2 XoL agregat 10->50 thn,wang,0.45,573-A,2,10829805.45,15622502.383551449,14067410.633717217
S2 XoL agregat 10->50 thn,wang,0.45,573-F,1,4321598.76,5444964.771803852,5137950.897004585
S2 XoL agregat 10->100 thn,wang,0.45,573-A,1,4144192.22,5906818.680327418,5351277.929040013
S2 XoL agregat 10->100 thn,wang,0.45,573-A,2,10829805.45,15461826.159734596,13999263.72833455
S2 XoL agregat 10->100 thn,wang,0.45,573-F,1,4321598.76,5418958.348293928,5127254.081227541
S2 XoL agregat 10->200 thn,wang,0.45,573-A,1,4144192.22,5843998.533068022,5320279.163989588
S2 XoL agregat 10->200 thn,wang,0.45,573-A,2,10829805.45,15296287.200491749,13917578.876240961
S2 XoL agregat 10->200 thn,wang,0.45,573-F,1,4321598.76,5391528.496714724,5113743.935171364
S2 XoL agregat 10->500 thn,wang,0.45,573-A,1,4144192.22,5753061.831039584,5271612.481315142
S2 XoL agregat 10->500 thn,wang,0.45,573-A,2,10829805.45,15033716.465521524,13776410.968459006
S2 XoL agregat 10->500 thn,wang,0.45,573-F,1,4321598.76,5468422.400598579,5158311.9632335575
S2 XoL agregat 10->inf thn,wang,0.45,573-A,1,4144192.22,5757341.975145708,5276249.753152313
S2 XoL agregat 10->inf thn,wang,0.45,573-A,2,10829805.45,15045144.571803026,13788788.598126126
S2 XoL agregat 10->inf thn,wang,0.45,573-F,1,4321598.76,5470197.004359646,5160231.887064308
S2 XoL agregat 15->50 thn,wang,0.45,573-A,1,4144192.22,5968447.252614128,5354653.041744963
S2 XoL agregat 15->50 thn,wang,0.45,573-A,2,10829805.45,15625657.04872017,14009453.787314078
S2 XoL agregat 15->50 thn,wang,0.45,573-F,1,4321598.76,5438554.205599663,5122053.166174354
S2 XoL agregat 15->100 thn,wang,0.45,573-A,1,4144192.22,5907512.941891114,5328828.9227436
S2 XoL agregat 15->100 thn,wang,0.45,573-A,2,10829805.45,15464980.824903317,13941306.881931407
S2 XoL agregat 15->100 thn,wang,0.45,573-F,1,4321598.76,5412547.782089739,5111356.350397309
S2 XoL agregat 15->200 thn,wang,0.45,573-A,1,4144192.22,5844692.794631718,5297830.157693176
S2 XoL agregat 15->200 thn,wang,0.45,573-A,2,10829805.45,15299441.86566047,13859622.029837823
S2 XoL agregat 15->200 thn,wang,0.45,573-F,1,4321598.76,5385117.930510535,5097846.204341132
S2 XoL agregat 15->500 thn,wang,0.45,573-A,1,4144192.22,5755765.117532148,5250297.983213854
S2 XoL agregat 15->500 thn,wang,0.45,573-A,2,10829805.45,15043233.960408628,13722047.249426246
S2 XoL agregat 15->500 thn,wang,0.45,573-F,1,4321598.76,5448527.582979961,5134799.596310472
S2 XoL agregat 15->inf thn,wang,0.45,573-A,1,4144192.22,5759147.777693744,5254428.440588234
S2 XoL agregat 15->inf thn,wang,0.45,573-A,2,10829805.45,15052271.681070725,13733075.014272999
S2 XoL agregat 15->inf thn,wang,0.45,573-F,1,4321598.76,5449934.13113785,5136511.676977074
S2 XoL agregat 20->50 thn,wang,0.45,573-A,1,4144192.22,5977422.096715847,5348316.153461046
S2 XoL agregat 20->50 thn,wang,0.45,573-A,2,10829805.45,15649887.859017607,13993283.008570112
S2 XoL agregat 20->50 thn,wang,0.45,573-F,1,4321598.76,5439724.421270934,5116774.475509203
S2 XoL agregat 20->100 thn,wang,0.45,573-A,1,4144192.22,5916487.785992833,5322492.034459683
S2 XoL agregat 20->100 thn,wang,0.45,573-A,2,10829805.45,15489211.635200754,13925136.103187442
S2 XoL agregat 20->100 thn,wang,0.45,573-F,1,4321598.76,5413717.997761011,5106077.659732159
S2 XoL agregat 20->200 thn,wang,0.45,573-A,1,4144192.22,5853667.638733435,5291493.269409259
S2 XoL agregat 20->200 thn,wang,0.45,573-A,2,10829805.45,15323672.675957907,13843451.251093855
S2 XoL agregat 20->200 thn,wang,0.45,573-F,1,4321598.76,5386288.146181806,5092567.513675982
S2 XoL agregat 20->500 thn,wang,0.45,573-A,1,4144192.22,5766583.119403982,5245001.936964826
S2 XoL agregat 20->500 thn,wang,0.45,573-A,2,10829805.45,15072382.235857261,13708653.39217943
S2 XoL agregat 20->500 thn,wang,0.45,573-F,1,4321598.76,5439201.432936483,5123593.546182876
S2 XoL agregat 20->inf thn,wang,0.45,573-A,1,4144192.22,5769065.780726082,5248624.159700433
S2 XoL agregat 20->inf thn,wang,0.45,573-A,2,10829805.45,15079022.872653374,13718327.509666566
S2 XoL agregat 20->inf thn,wang,0.45,573-F,1,4321598.76,5440238.894139947,5125097.2012752155
S3 XoL 2->20 + pemerintah >20 thn,wang,0.45,573-A,1,4144192.22,5932502.112100208,5544911.841858253
S3 XoL 2->20 + pemerintah >20 thn,wang,0.45,573-A,2,10829805.45,15494873.70635918,14485018.988848269
S3 XoL 2->20 + pemerintah >20 thn,wang,0.45,573-F,1,4321598.76,5730586.232181494,5415288.105546376
S3 XoL 2->50 + pemerintah >50 thn,wang,0.45,573-A,1,4144192.22,5992598.672277711,5601471.353509411
S3 XoL 2->50 + pemerintah >50 thn,wang,0.45,573-A,2,10829805.45,15652466.239530008,14633332.660469612
S3 XoL 2->50 + pemerintah >50 thn,wang,0.45,573-F,1,4321598.76,5760363.804580369,5443340.238163122
S3 XoL 2->100 + pemerintah >100 thn,wang,0.45,573-A,1,4144192.22,6015405.257845177,5622936.211236789
S3 XoL 2->100 + pemerintah >100 thn,wang,0.45,573-A,2,10829805.45,15712467.509370074,14689803.633857911
S3 XoL 2->100 + pemerintah >100 thn,wang,0.45,573-F,1,4321598.76,5770953.973090646,5453309.733173956
S3 XoL 3->20 + pemerintah >20 thn,wang,0.45,573-A,1,4144192.22,5798174.661578145,5391435.415866431
S3 XoL 3->20 + pemerintah >20 thn,wang,0.45,573-A,2,10829805.45,15145214.040523792,14085063.214942878
S3 XoL 3->20 + pemerintah >20 thn,wang,0.45,573-F,1,4321598.76,5603091.979601121,5294590.955298515
S3 XoL 3->50 + pemerintah >50 thn,wang,0.45,573-A,1,4144192.22,5858266.024135275,5447991.992390789
S3 XoL 3->50 + pemerintah >50 thn,wang,0.45,573-A,2,10829805.45,15302783.431011746,14233363.817755071
S3 XoL 3->50 + pemerintah >50 thn,wang,0.45,573-F,1,4321598.76,5632939.098266043,5322682.361100793
S3 XoL 3->100 + pemerintah >100 thn,wang,0.45,573-A,1,4144192.22,5881072.174122428,5469456.6041434035
S3 XoL 3->100 + pemerintah >100 thn,wang,0.45,573-A,2,10829805.45,15362782.549314309,14289833.576157484
S3 XoL 3->100 + pemerintah >100 thn,wang,0.45,573-F,1,4321598.76,5643535.316623152,5332655.272495721
S3 XoL 5->20 + pemerintah >20 thn,wang,0.45,573-A,1,4144192.22,5698267.827780001,5264044.664148929
S3 XoL 5->20 + pemerintah >20 thn,wang,0.45,573-A,2,10829805.45,14885233.973298343,13753046.859105244
S3 XoL 5->20 + pemerintah >20 thn,wang,0.45,573-F,1,4321598.76,5499432.847548776,5192764.2494813595
S3 XoL 5->50 + pemerintah >50 thn,wang,0.45,573-A,1,4144192.22,5758451.22633156,5320653.213940729
S3 XoL 5->50 + pemerintah >50 thn,wang,0.45,573-A,2,10829805.45,15043184.142016262,13901562.489623772
S3 XoL 5->50 + pemerintah >50 thn,wang,0.45,573-F,1,4321598.76,5528078.805777475,5220177.352919654
S3 XoL 5->100 + pemerintah >100 thn,wang,0.45,573-A,1,4144192.22,5781280.054599023,5342130.632251636
S3 XoL 5->100 + pemerintah >100 thn,wang,0.45,573-A,2,10829805.45,15103283.942580232,13958089.103891449
S3 XoL 5->100 + pemerintah >100 thn,wang,0.45,573-F,1,4321598.76,5538371.886739355,5229979.080844333
S3 XoL 10->20 + pemerintah >20 thn,wang,0.45,573-A,1,4144192.22,5655180.040962575,5177967.633852606
S3 XoL 10->20 + pemerintah >20 thn,wang,0.45,573-A,2,10829805.45,14789540.38420389,13537711.85178431
S3 XoL 10->20 + pemerintah >20 thn,wang,0.45,573-F,1,4321598.76,5340474.795643066,5067708.23049876
S3 XoL 10->50 + pemerintah >50 thn,wang,0.45,573-A,1,4144192.22,5709414.987939234,5231217.058049168
