zona,tier,lat,lon,skenario,subsidi,premi_dibayar,rata_tanpa,rata_dengan,sd_tanpa,sd_dengan,p90_tanpa,p90_dengan,maks_tanpa,maks_dengan,rasio_tutup,tutup_tahun_buruk,hari_hilang_timur,hari_dibayar_timur
573-A,1,-8.5,110.0,B ramah,0.0,5358644.055058824,11365375.0,12763769.055058822,1926946.0815204345,1183919.551926896,13454000.0,14190544.055058822,14322000.0,15557644.055058822,0.34844868735083534,0.3939393939393939,27.24,7.24
573-A,1,-8.5,110.5,B ramah,0.0,5358644.055058824,11374416.666666666,12772810.721725488,2004134.5289538146,833506.6660314361,13475700.0,13821644.055058824,14756000.0,14472644.055058822,0.3481717011128776,0.38235294117647056,27.2,7.24
573-A,1,-8.5,111.0,B ramah,0.0,5358644.055058824,11473875.0,12872269.055058822,2157996.420041758,709140.1905001635,14039900.0,13604644.055058822,15407000.0,14472644.055058822,0.34515366430260047,0.4788732394366197,26.84,7.24
573-A,1,-8.5,111.5,B ramah,0.0,5358644.055058824,11591416.666666666,12989810.721725488,2242307.9708710588,676195.9882258641,14322000.0,13973544.055058822,14973000.0,14255644.055058822,0.3416536661466459,0.4927536231884058,26.8,7.24
573-A,1,-8.5,112.0,B ramah,0.0,5358644.055058824,11555250.0,12953644.055058822,2328604.886491331,695107.2485282548,14473900.0,13821644.055058822,15190000.0,14255644.055058822,0.3427230046948357,0.4142857142857143,26.8,7.24
573-A,1,-8.5,112.5,B ramah,0.0,5358644.055058824,11609500.0,13007894.055058822,2231400.88577635,566047.643562455,14256900.0,13604644.055058822,14973000.0,14255644.055058822,0.3411214953271028,0.4927536231884058,26.36,7.24
573-A,1,-8.5,113.0,B ramah,0.0,5358644.055058824,11591416.666666666,12989810.721725488,2299110.8851725357,1085314.4471881692,14473900.0,14255644.055058822,15190000.0,14472644.055058824,0.3416536661466459,0.4,24.56,7.24
573-A,1,-8.5,113.5,B ramah,0.0,5358644.055058824,11645666.666666666,13044060.721725488,2556924.726692402,1298719.9020797247,14690900.0,14624544.055058822,15190000.0,14689644.055058824,0.34006211180124224,0.4,24.8,7.24
573-A,1,-8.5,114.0,B ramah,0.0,5358644.055058824,11654708.333333334,13053102.388392156,2610658.079275043,1406290.4016740562,14625800.0,14472644.055058824,15841000.0,15340644.055058822,0.3397982932505818,0.3698630136986301,24.44,7.24
573-A,1,-8.5,114.5,B ramah,0.0,5358644.055058824,11663750.0,13062144.055058822,2776191.7965631173,1342261.5568347771,14973000.0,14407544.055058822,15841000.0,16208644.055058822,0.3395348837209302,0.3150684931506849,28.68,7.24
573-A,1,-8.5,115.5,B ramah,0.0,5358644.055058824,11763208.333333334,13161602.388392156,2933762.9343064083,1518971.9200303138,15493800.0,14841544.055058822,16492000.0,15557644.055058822,0.3366641045349731,0.3815789473684211,25.0,7.24
573-A,1,-9.0,114.5,B ramah,0.0,5358644.055058824,11582375.0,12980769.055058822,2419637.7884249357,1036383.0629940208,14408800.0,14494344.055058822,14756000.0,14689644.055058822,0.34192037470725994,0.4117647058823529,25.52,7.24
